Complex_ID,Complex_Size,Complex_Score,Complex_Overlap_Score,Protein_ID,Protein_Name
Complex_86,17,0.9701,0.1569,533,YLL008W
Complex_86,17,0.9701,0.1569,837,YPL093W
Complex_86,17,0.9701,0.1569,100,YDL031W
Complex_86,17,0.9701,0.1569,228,YER006W
Complex_86,17,0.9701,0.1569,529,YKR081C
Complex_86,17,0.9701,0.1569,843,YPL131W
Complex_86,17,0.9701,0.1569,538,YLL045C
Complex_86,17,0.9701,0.1569,539,YLR002C
Complex_86,17,0.9701,0.1569,215,YDR496C
Complex_87,18,0.97,0.1157,775,YOR063W
Complex_87,18,0.97,0.1157,761,YOL127W
Complex_87,18,0.97,0.1157,538,YLL045C
Complex_87,18,0.97,0.1157,867,YPR016C
Complex_87,18,0.97,0.1157,837,YPL093W
Complex_87,18,0.97,0.1157,676,YNL002C
Complex_87,18,0.97,0.1157,228,YER006W
Complex_87,18,0.97,0.1157,388,YHR052W
Complex_87,18,0.97,0.1157,100,YDL031W
Complex_87,18,0.97,0.1157,843,YPL131W
Complex_87,18,0.97,0.1157,683,YNL061W
Complex_87,18,0.97,0.1157,533,YLL008W
Complex_87,18,0.97,0.1157,539,YLR002C
Complex_87,18,0.97,0.1157,796,YOR206W
Complex_87,18,0.97,0.1157,670,YMR290C
Complex_87,18,0.97,0.1157,395,YHR088W
Complex_87,18,0.97,0.1157,854,YPL211W
Complex_87,18,0.97,0.1157,215,YDR496C
Complex_88,19,0.97,0.188,775,YOR063W
Complex_88,19,0.97,0.188,142,YDR060W
Complex_88,19,0.97,0.188,670,YMR290C
Complex_88,19,0.97,0.188,796,YOR206W
Complex_88,19,0.97,0.188,755,YOL077C
Complex_88,19,0.97,0.188,676,YNL002C
Complex_88,19,0.97,0.188,388,YHR052W
Complex_88,19,0.97,0.188,683,YNL061W
Complex_88,19,0.97,0.188,533,YLL008W
Complex_88,19,0.97,0.188,837,YPL093W
Complex_88,19,0.97,0.188,100,YDL031W
Complex_88,19,0.97,0.188,228,YER006W
Complex_88,19,0.97,0.188,854,YPL211W
Complex_88,19,0.97,0.188,808,YOR272W
Complex_88,19,0.97,0.188,395,YHR088W
Complex_88,19,0.97,0.188,538,YLL045C
Complex_88,19,0.97,0.188,843,YPL131W
Complex_88,19,0.97,0.188,539,YLR002C
Complex_88,19,0.97,0.188,215,YDR496C
Complex_89,7,0.9699,0.875,169,YDR235W
Complex_89,7,0.9699,0.875,321,YGR013W
Complex_89,7,0.9699,0.875,422,YIL061C
Complex_89,7,0.9699,0.875,394,YHR086W
Complex_89,7,0.9699,0.875,172,YDR240C
Complex_89,7,0.9699,0.875,328,YGR074W
Complex_89,7,0.9699,0.875,551,YLR147C
Complex_90,20,0.9699,0.3,775,YOR063W
Complex_90,20,0.9699,0.3,142,YDR060W
Complex_90,20,0.9699,0.3,670,YMR290C
Complex_90,20,0.9699,0.3,796,YOR206W
Complex_90,20,0.9699,0.3,755,YOL077C
Complex_90,20,0.9699,0.3,676,YNL002C
Complex_90,20,0.9699,0.3,388,YHR052W
Complex_90,20,0.9699,0.3,683,YNL061W
Complex_90,20,0.9699,0.3,533,YLL008W
Complex_90,20,0.9699,0.3,837,YPL093W
Complex_90,20,0.9699,0.3,100,YDL031W
Complex_90,20,0.9699,0.3,228,YER006W
Complex_90,20,0.9699,0.3,854,YPL211W
Complex_90,20,0.9699,0.3,808,YOR272W
Complex_90,20,0.9699,0.3,395,YHR088W
Complex_90,20,0.9699,0.3,297,YGL111W
Complex_90,20,0.9699,0.3,829,YPL043W
Complex_90,20,0.9699,0.3,642,YMR049C
Complex_90,20,0.9699,0.3,536,YLL034C
Complex_90,20,0.9699,0.3,215,YDR496C
Complex_91,4,0.9693,0.4444,346,YGR156W
Complex_91,4,0.9693,0.4444,497,YKL018W
Complex_91,4,0.9693,0.4444,792,YOR179C
Complex_91,4,0.9693,0.4444,711,YNL222W
Complex_92,3,0.9692,1.0,124,YDL143W
Complex_92,3,0.9692,1.0,810,YOR281C
Complex_92,3,0.9692,1.0,435,YIL142W
Complex_93,3,0.9688,0.0247,269,YFR009W
Complex_93,3,0.9688,0.0247,312,YGL195W
Complex_93,3,0.9688,0.0247,498,YKL029C
Complex_94,18,0.9688,0.2315,775,YOR063W
Complex_94,18,0.9688,0.2315,761,YOL127W
Complex_94,18,0.9688,0.2315,642,YMR049C
Complex_94,18,0.9688,0.2315,388,YHR052W
Complex_94,18,0.9688,0.2315,796,YOR206W
Complex_94,18,0.9688,0.2315,670,YMR290C
Complex_94,18,0.9688,0.2315,683,YNL061W
Complex_94,18,0.9688,0.2315,837,YPL093W
Complex_94,18,0.9688,0.2315,854,YPL211W
Complex_94,18,0.9688,0.2315,100,YDL031W
Complex_94,18,0.9688,0.2315,228,YER006W
Complex_94,18,0.9688,0.2315,676,YNL002C
Complex_94,18,0.9688,0.2315,297,YGL111W
Complex_94,18,0.9688,0.2315,533,YLL008W
Complex_94,18,0.9688,0.2315,574,YLR276C
Complex_94,18,0.9688,0.2315,755,YOL077C
Complex_94,18,0.9688,0.2315,829,YPL043W
Complex_94,18,0.9688,0.2315,215,YDR496C
Complex_95,10,0.9687,0.0667,775,YOR063W
Complex_95,10,0.9687,0.0667,761,YOL127W
Complex_95,10,0.9687,0.0667,538,YLL045C
Complex_95,10,0.9687,0.0667,388,YHR052W
Complex_95,10,0.9687,0.0667,837,YPL093W
Complex_95,10,0.9687,0.0667,282,YGL030W
Complex_95,10,0.9687,0.0667,676,YNL002C
Complex_95,10,0.9687,0.0667,755,YOL077C
Complex_95,10,0.9687,0.0667,228,YER006W
Complex_95,10,0.9687,0.0667,215,YDR496C
Complex_96,13,0.9687,0.2747,775,YOR063W
Complex_96,13,0.9687,0.2747,142,YDR060W
Complex_96,13,0.9687,0.2747,670,YMR290C
Complex_96,13,0.9687,0.2747,51,YBR142W
Complex_96,13,0.9687,0.2747,215,YDR496C
Complex_96,13,0.9687,0.2747,538,YLL045C
Complex_96,13,0.9687,0.2747,676,YNL002C
Complex_96,13,0.9687,0.2747,388,YHR052W
Complex_96,13,0.9687,0.2747,808,YOR272W
Complex_96,13,0.9687,0.2747,683,YNL061W
Complex_96,13,0.9687,0.2747,533,YLL008W
Complex_96,13,0.9687,0.2747,854,YPL211W
Complex_96,13,0.9687,0.2747,829,YPL043W
Complex_97,17,0.9684,0.1345,775,YOR063W
Complex_97,17,0.9684,0.1345,761,YOL127W
Complex_97,17,0.9684,0.1345,538,YLL045C
Complex_97,17,0.9684,0.1345,388,YHR052W
Complex_97,17,0.9684,0.1345,837,YPL093W
Complex_97,17,0.9684,0.1345,670,YMR290C
Complex_97,17,0.9684,0.1345,796,YOR206W
Complex_97,17,0.9684,0.1345,676,YNL002C
Complex_97,17,0.9684,0.1345,755,YOL077C
Complex_97,17,0.9684,0.1345,100,YDL031W
Complex_97,17,0.9684,0.1345,228,YER006W
Complex_97,17,0.9684,0.1345,683,YNL061W
Complex_97,17,0.9684,0.1345,533,YLL008W
Complex_97,17,0.9684,0.1345,843,YPL131W
Complex_97,17,0.9684,0.1345,539,YLR002C
Complex_97,17,0.9684,0.1345,529,YKR081C
Complex_97,17,0.9684,0.1345,338,YGR103W
Complex_98,8,0.9684,0.8889,43,YBR081C
Complex_98,8,0.9684,0.8889,298,YGL112C
Complex_98,8,0.9684,0.8889,206,YDR448W
Complex_98,8,0.9684,0.8889,664,YMR236W
Complex_98,8,0.9684,0.8889,160,YDR167W
Complex_98,8,0.9684,0.8889,367,YGR252W
Complex_98,8,0.9684,0.8889,862,YPL254W
Complex_98,8,0.9684,0.8889,155,YDR145W
Complex_99,17,0.9684,0.1345,775,YOR063W
Complex_99,17,0.9684,0.1345,142,YDR060W
Complex_99,17,0.9684,0.1345,670,YMR290C
Complex_99,17,0.9684,0.1345,796,YOR206W
Complex_99,17,0.9684,0.1345,755,YOL077C
Complex_99,17,0.9684,0.1345,676,YNL002C
Complex_99,17,0.9684,0.1345,388,YHR052W
Complex_99,17,0.9684,0.1345,683,YNL061W
Complex_99,17,0.9684,0.1345,533,YLL008W
Complex_99,17,0.9684,0.1345,837,YPL093W
Complex_99,17,0.9684,0.1345,100,YDL031W
Complex_99,17,0.9684,0.1345,228,YER006W
Complex_99,17,0.9684,0.1345,529,YKR081C
Complex_99,17,0.9684,0.1345,843,YPL131W
Complex_99,17,0.9684,0.1345,538,YLL045C
Complex_99,17,0.9684,0.1345,539,YLR002C
Complex_99,17,0.9684,0.1345,512,YKL172W
Complex_100,15,0.9683,0.15,775,YOR063W
Complex_100,15,0.9683,0.15,761,YOL127W
Complex_100,15,0.9683,0.15,574,YLR276C
Complex_100,15,0.9683,0.15,529,YKR081C
Complex_100,15,0.9683,0.15,100,YDL031W
Complex_100,15,0.9683,0.15,388,YHR052W
Complex_100,15,0.9683,0.15,676,YNL002C
Complex_100,15,0.9683,0.15,228,YER006W
Complex_100,15,0.9683,0.15,837,YPL093W
Complex_100,15,0.9683,0.15,683,YNL061W
Complex_100,15,0.9683,0.15,755,YOL077C
Complex_100,15,0.9683,0.15,533,YLL008W
Complex_100,15,0.9683,0.15,796,YOR206W
Complex_100,15,0.9683,0.15,670,YMR290C
Complex_100,15,0.9683,0.15,215,YDR496C
Complex_101,5,0.9683,1.0,5,YAL033W
Complex_101,5,0.9683,1.0,390,YHR062C
Complex_101,5,0.9683,1.0,724,YNL282W
Complex_101,5,0.9683,1.0,20,YBL018C
Complex_101,5,0.9683,1.0,710,YNL221C
Complex_102,11,0.9683,1.0,67,YBR253W
Complex_102,11,0.9683,1.0,387,YHR041C
Complex_102,11,0.9683,1.0,389,YHR058C
Complex_102,11,0.9683,1.0,714,YNL236W
Complex_102,11,0.9683,1.0,308,YGL151W
Complex_102,11,0.9683,1.0,762,YOL135C
Complex_102,11,0.9683,1.0,828,YPL042C
Complex_102,11,0.9683,1.0,185,YDR308C
Complex_102,11,0.9683,1.0,92,YCR081W
Complex_102,11,0.9683,1.0,734,YNR010W
Complex_102,11,0.9683,1.0,791,YOR174W
Complex_103,19,0.9682,0.1203,775,YOR063W
Complex_103,19,0.9682,0.1203,761,YOL127W
Complex_103,19,0.9682,0.1203,258,YFL002C
Complex_103,19,0.9682,0.1203,843,YPL131W
Complex_103,19,0.9682,0.1203,388,YHR052W
Complex_103,19,0.9682,0.1203,837,YPL093W
Complex_103,19,0.9682,0.1203,100,YDL031W
Complex_103,19,0.9682,0.1203,228,YER006W
Complex_103,19,0.9682,0.1203,395,YHR088W
Complex_103,19,0.9682,0.1203,683,YNL061W
Complex_103,19,0.9682,0.1203,854,YPL211W
Complex_103,19,0.9682,0.1203,539,YLR002C
Complex_103,19,0.9682,0.1203,796,YOR206W
Complex_103,19,0.9682,0.1203,670,YMR290C
Complex_103,19,0.9682,0.1203,676,YNL002C
Complex_103,19,0.9682,0.1203,297,YGL111W
Complex_103,19,0.9682,0.1203,533,YLL008W
Complex_103,19,0.9682,0.1203,755,YOL077C
Complex_103,19,0.9682,0.1203,215,YDR496C
Complex_104,18,0.968,0.2315,775,YOR063W
Complex_104,18,0.968,0.2315,761,YOL127W
Complex_104,18,0.968,0.2315,642,YMR049C
Complex_104,18,0.968,0.2315,388,YHR052W
Complex_104,18,0.968,0.2315,796,YOR206W
Complex_104,18,0.968,0.2315,670,YMR290C
Complex_104,18,0.968,0.2315,683,YNL061W
Complex_104,18,0.968,0.2315,837,YPL093W
Complex_104,18,0.968,0.2315,854,YPL211W
Complex_104,18,0.968,0.2315,100,YDL031W
Complex_104,18,0.968,0.2315,228,YER006W
Complex_104,18,0.968,0.2315,676,YNL002C
Complex_104,18,0.968,0.2315,297,YGL111W
Complex_104,18,0.968,0.2315,533,YLL008W
Complex_104,18,0.968,0.2315,395,YHR088W
Complex_104,18,0.968,0.2315,829,YPL043W
Complex_104,18,0.968,0.2315,755,YOL077C
Complex_104,18,0.968,0.2315,215,YDR496C
Complex_105,17,0.9677,0.1345,775,YOR063W
Complex_105,17,0.9677,0.1345,761,YOL127W
Complex_105,17,0.9677,0.1345,538,YLL045C
Complex_105,17,0.9677,0.1345,388,YHR052W
Complex_105,17,0.9677,0.1345,837,YPL093W
Complex_105,17,0.9677,0.1345,670,YMR290C
Complex_105,17,0.9677,0.1345,796,YOR206W
Complex_105,17,0.9677,0.1345,676,YNL002C
Complex_105,17,0.9677,0.1345,755,YOL077C
Complex_105,17,0.9677,0.1345,100,YDL031W
Complex_105,17,0.9677,0.1345,228,YER006W
Complex_105,17,0.9677,0.1345,683,YNL061W
Complex_105,17,0.9677,0.1345,533,YLL008W
Complex_105,17,0.9677,0.1345,829,YPL043W
Complex_105,17,0.9677,0.1345,395,YHR088W
Complex_105,17,0.9677,0.1345,854,YPL211W
Complex_105,17,0.9677,0.1345,338,YGR103W
Complex_106,18,0.9676,0.127,775,YOR063W
Complex_106,18,0.9676,0.127,761,YOL127W
Complex_106,18,0.9676,0.127,538,YLL045C
Complex_106,18,0.9676,0.127,388,YHR052W
Complex_106,18,0.9676,0.127,837,YPL093W
Complex_106,18,0.9676,0.127,670,YMR290C
Complex_106,18,0.9676,0.127,796,YOR206W
Complex_106,18,0.9676,0.127,676,YNL002C
Complex_106,18,0.9676,0.127,755,YOL077C
Complex_106,18,0.9676,0.127,100,YDL031W
Complex_106,18,0.9676,0.127,228,YER006W
Complex_106,18,0.9676,0.127,683,YNL061W
Complex_106,18,0.9676,0.127,533,YLL008W
Complex_106,18,0.9676,0.127,843,YPL131W
Complex_106,18,0.9676,0.127,539,YLR002C
Complex_106,18,0.9676,0.127,395,YHR088W
Complex_106,18,0.9676,0.127,854,YPL211W
Complex_106,18,0.9676,0.127,338,YGR103W
Complex_107,8,0.9671,0.0714,775,YOR063W
Complex_107,8,0.9671,0.0714,51,YBR142W
Complex_107,8,0.9671,0.0714,538,YLL045C
Complex_107,8,0.9671,0.0714,670,YMR290C
Complex_107,8,0.9671,0.0714,676,YNL002C
Complex_107,8,0.9671,0.0714,627,YML073C
Complex_107,8,0.9671,0.0714,215,YDR496C
Complex_107,8,0.9671,0.0714,683,YNL061W
Complex_108,3,0.967,0.0063,31,YBL087C
Complex_108,3,0.967,0.0063,192,YDR361C
Complex_108,3,0.967,0.0063,853,YPL208W
Complex_109,10,0.9667,0.0571,775,YOR063W
Complex_109,10,0.9667,0.0571,761,YOL127W
Complex_109,10,0.9667,0.0571,694,YNL110C
Complex_109,10,0.9667,0.0571,837,YPL093W
Complex_109,10,0.9667,0.0571,388,YHR052W
Complex_109,10,0.9667,0.0571,676,YNL002C
Complex_109,10,0.9667,0.0571,228,YER006W
Complex_109,10,0.9667,0.0571,282,YGL030W
Complex_109,10,0.9667,0.0571,338,YGR103W
Complex_109,10,0.9667,0.0571,755,YOL077C
Complex_110,8,0.9666,0.0417,775,YOR063W
Complex_110,8,0.9666,0.0417,150,YDR101C
Complex_110,8,0.9666,0.0417,676,YNL002C
Complex_110,8,0.9666,0.0417,228,YER006W
Complex_110,8,0.9666,0.0417,111,YDL075W
Complex_110,8,0.9666,0.0417,338,YGR103W
Complex_110,8,0.9666,0.0417,282,YGL030W
Complex_110,8,0.9666,0.0417,694,YNL110C
Complex_111,17,0.9666,0.0882,775,YOR063W
Complex_111,17,0.9666,0.0882,761,YOL127W
Complex_111,17,0.9666,0.0882,538,YLL045C
Complex_111,17,0.9666,0.0882,388,YHR052W
Complex_111,17,0.9666,0.0882,837,YPL093W
Complex_111,17,0.9666,0.0882,670,YMR290C
Complex_111,17,0.9666,0.0882,796,YOR206W
Complex_111,17,0.9666,0.0882,676,YNL002C
Complex_111,17,0.9666,0.0882,755,YOL077C
Complex_111,17,0.9666,0.0882,100,YDL031W
Complex_111,17,0.9666,0.0882,228,YER006W
Complex_111,17,0.9666,0.0882,683,YNL061W
Complex_111,17,0.9666,0.0882,533,YLL008W
Complex_111,17,0.9666,0.0882,843,YPL131W
Complex_111,17,0.9666,0.0882,539,YLR002C
Complex_111,17,0.9666,0.0882,529,YKR081C
Complex_111,17,0.9666,0.0882,215,YDR496C
Complex_112,6,0.9666,0.0952,775,YOR063W
Complex_112,6,0.9666,0.0952,51,YBR142W
Complex_112,6,0.9666,0.0952,538,YLL045C
Complex_112,6,0.9666,0.0952,861,YPL249C-A
Complex_112,6,0.9666,0.0952,676,YNL002C
Complex_112,6,0.9666,0.0952,627,YML073C
Complex_113,15,0.9661,0.0889,775,YOR063W
Complex_113,15,0.9661,0.0889,761,YOL127W
Complex_113,15,0.9661,0.0889,574,YLR276C
Complex_113,15,0.9661,0.0889,529,YKR081C
Complex_113,15,0.9661,0.0889,100,YDL031W
Complex_113,15,0.9661,0.0889,388,YHR052W
Complex_113,15,0.9661,0.0889,676,YNL002C
Complex_113,15,0.9661,0.0889,228,YER006W
Complex_113,15,0.9661,0.0889,837,YPL093W
Complex_113,15,0.9661,0.0889,683,YNL061W
Complex_113,15,0.9661,0.0889,755,YOL077C
Complex_113,15,0.9661,0.0889,533,YLL008W
Complex_113,15,0.9661,0.0889,796,YOR206W
Complex_113,15,0.9661,0.0889,670,YMR290C
Complex_113,15,0.9661,0.0889,512,YKL172W
Complex_114,17,0.966,0.1569,775,YOR063W
Complex_114,17,0.966,0.1569,761,YOL127W
Complex_114,17,0.966,0.1569,538,YLL045C
Complex_114,17,0.966,0.1569,388,YHR052W
Complex_114,17,0.966,0.1569,837,YPL093W
Complex_114,17,0.966,0.1569,670,YMR290C
Complex_114,17,0.966,0.1569,796,YOR206W
Complex_114,17,0.966,0.1569,676,YNL002C
Complex_114,17,0.966,0.1569,755,YOL077C
Complex_114,17,0.966,0.1569,100,YDL031W
Complex_114,17,0.966,0.1569,228,YER006W
Complex_114,17,0.966,0.1569,683,YNL061W
Complex_114,17,0.966,0.1569,533,YLL008W
Complex_114,17,0.966,0.1569,829,YPL043W
Complex_114,17,0.966,0.1569,395,YHR088W
Complex_114,17,0.966,0.1569,854,YPL211W
Complex_114,17,0.966,0.1569,215,YDR496C
Complex_115,18,0.9659,0.0833,775,YOR063W
Complex_115,18,0.9659,0.0833,761,YOL127W
Complex_115,18,0.9659,0.0833,538,YLL045C
Complex_115,18,0.9659,0.0833,388,YHR052W
Complex_115,18,0.9659,0.0833,837,YPL093W
Complex_115,18,0.9659,0.0833,670,YMR290C
Complex_115,18,0.9659,0.0833,796,YOR206W
Complex_115,18,0.9659,0.0833,676,YNL002C
Complex_115,18,0.9659,0.0833,755,YOL077C
Complex_115,18,0.9659,0.0833,100,YDL031W
Complex_115,18,0.9659,0.0833,228,YER006W
Complex_115,18,0.9659,0.0833,683,YNL061W
Complex_115,18,0.9659,0.0833,533,YLL008W
Complex_115,18,0.9659,0.0833,843,YPL131W
Complex_115,18,0.9659,0.0833,539,YLR002C
Complex_115,18,0.9659,0.0833,395,YHR088W
Complex_115,18,0.9659,0.0833,854,YPL211W
Complex_115,18,0.9659,0.0833,215,YDR496C
Complex_116,13,0.9657,0.1758,775,YOR063W
Complex_116,13,0.9657,0.1758,142,YDR060W
Complex_116,13,0.9657,0.1758,670,YMR290C
Complex_116,13,0.9657,0.1758,51,YBR142W
Complex_116,13,0.9657,0.1758,215,YDR496C
Complex_116,13,0.9657,0.1758,538,YLL045C
Complex_116,13,0.9657,0.1758,676,YNL002C
Complex_116,13,0.9657,0.1758,388,YHR052W
Complex_116,13,0.9657,0.1758,808,YOR272W
Complex_116,13,0.9657,0.1758,683,YNL061W
Complex_116,13,0.9657,0.1758,533,YLL008W
Complex_116,13,0.9657,0.1758,854,YPL211W
Complex_116,13,0.9657,0.1758,843,YPL131W
Complex_117,8,0.9655,0.8889,43,YBR081C
Complex_117,8,0.9655,0.8889,298,YGL112C
Complex_117,8,0.9655,0.8889,206,YDR448W
Complex_117,8,0.9655,0.8889,664,YMR236W
Complex_117,8,0.9655,0.8889,398,YHR099W
Complex_117,8,0.9655,0.8889,155,YDR145W
Complex_117,8,0.9655,0.8889,862,YPL254W
Complex_117,8,0.9655,0.8889,367,YGR252W
Complex_118,4,0.9654,0.75,61,YBR211C
Complex_118,4,0.9654,0.75,354,YGR179C
Complex_118,4,0.9654,0.75,174,YDR254W
Complex_118,4,0.9654,0.75,593,YLR381W
Complex_119,8,0.9649,0.5,22,YBL026W
Complex_119,8,0.9649,0.5,39,YBR055C
Complex_119,8,0.9649,0.5,408,YHR165C
Complex_119,8,0.9649,0.5,249,YER146W
Complex_119,8,0.9649,0.5,91,YCR077C
Complex_119,8,0.9649,0.5,458,YJL124C
Complex_119,8,0.9649,0.5,195,YDR378C
Complex_119,8,0.9649,0.5,244,YER112W
Complex_120,17,0.9646,0.0784,775,YOR063W
Complex_120,17,0.9646,0.0784,761,YOL127W
Complex_120,17,0.9646,0.0784,538,YLL045C
Complex_120,17,0.9646,0.0784,388,YHR052W
Complex_120,17,0.9646,0.0784,837,YPL093W
Complex_120,17,0.9646,0.0784,670,YMR290C
Complex_120,17,0.9646,0.0784,796,YOR206W
Complex_120,17,0.9646,0.0784,676,YNL002C
Complex_120,17,0.9646,0.0784,755,YOL077C
Complex_120,17,0.9646,0.0784,100,YDL031W
Complex_120,17,0.9646,0.0784,228,YER006W
Complex_120,17,0.9646,0.0784,683,YNL061W
Complex_120,17,0.9646,0.0784,533,YLL008W
Complex_120,17,0.9646,0.0784,843,YPL131W
Complex_120,17,0.9646,0.0784,539,YLR002C
Complex_120,17,0.9646,0.0784,529,YKR081C
Complex_120,17,0.9646,0.0784,512,YKL172W
Complex_121,3,0.9642,0.75,322,YGR020C
Complex_121,3,0.9642,0.75,816,YOR332W
Complex_121,3,0.9642,0.75,873,YPR036W
Complex_122,18,0.9639,0.0741,775,YOR063W
Complex_122,18,0.9639,0.0741,761,YOL127W
Complex_122,18,0.9639,0.0741,538,YLL045C
Complex_122,18,0.9639,0.0741,388,YHR052W
Complex_122,18,0.9639,0.0741,837,YPL093W
Complex_122,18,0.9639,0.0741,670,YMR290C
Complex_122,18,0.9639,0.0741,796,YOR206W
Complex_122,18,0.9639,0.0741,676,YNL002C
Complex_122,18,0.9639,0.0741,755,YOL077C
Complex_122,18,0.9639,0.0741,100,YDL031W
Complex_122,18,0.9639,0.0741,228,YER006W
Complex_122,18,0.9639,0.0741,683,YNL061W
Complex_122,18,0.9639,0.0741,533,YLL008W
Complex_122,18,0.9639,0.0741,843,YPL131W
Complex_122,18,0.9639,0.0741,539,YLR002C
Complex_122,18,0.9639,0.0741,395,YHR088W
Complex_122,18,0.9639,0.0741,854,YPL211W
Complex_122,18,0.9639,0.0741,512,YKL172W
Complex_123,9,0.9638,0.0755,775,YOR063W
Complex_123,9,0.9638,0.0755,761,YOL127W
Complex_123,9,0.9638,0.0755,538,YLL045C
Complex_123,9,0.9638,0.0755,228,YER006W
Complex_123,9,0.9638,0.0755,111,YDL075W
Complex_123,9,0.9638,0.0755,861,YPL249C-A
Complex_123,9,0.9638,0.0755,282,YGL030W
Complex_123,9,0.9638,0.0755,338,YGR103W
Complex_123,9,0.9638,0.0755,676,YNL002C
Complex_124,10,0.9638,0.0667,775,YOR063W
Complex_124,10,0.9638,0.0667,761,YOL127W
Complex_124,10,0.9638,0.0667,694,YNL110C
Complex_124,10,0.9638,0.0667,837,YPL093W
Complex_124,10,0.9638,0.0667,388,YHR052W
Complex_124,10,0.9638,0.0667,676,YNL002C
Complex_124,10,0.9638,0.0667,228,YER006W
Complex_124,10,0.9638,0.0667,282,YGL030W
Complex_124,10,0.9638,0.0667,215,YDR496C
Complex_124,10,0.9638,0.0667,755,YOL077C
Complex_125,17,0.9629,0.1225,775,YOR063W
Complex_125,17,0.9629,0.1225,808,YOR272W
Complex_125,17,0.9629,0.1225,670,YMR290C
Complex_125,17,0.9629,0.1225,683,YNL061W
Complex_125,17,0.9629,0.1225,851,YPL198W
Complex_125,17,0.9629,0.1225,538,YLL045C
Complex_125,17,0.9629,0.1225,843,YPL131W
Complex_125,17,0.9629,0.1225,755,YOL077C
Complex_125,17,0.9629,0.1225,539,YLR002C
Complex_125,17,0.9629,0.1225,228,YER006W
Complex_125,17,0.9629,0.1225,100,YDL031W
Complex_125,17,0.9629,0.1225,837,YPL093W
Complex_125,17,0.9629,0.1225,395,YHR088W
Complex_125,17,0.9629,0.1225,215,YDR496C
Complex_125,17,0.9629,0.1225,533,YLL008W
Complex_125,17,0.9629,0.1225,854,YPL211W
Complex_125,17,0.9629,0.1225,495,YKL009W
Complex_126,15,0.9627,0.1389,775,YOR063W
Complex_126,15,0.9627,0.1389,495,YKL009W
Complex_126,15,0.9627,0.1389,837,YPL093W
Complex_126,15,0.9627,0.1389,228,YER006W
Complex_126,15,0.9627,0.1389,851,YPL198W
Complex_126,15,0.9627,0.1389,100,YDL031W
Complex_126,15,0.9627,0.1389,529,YKR081C
Complex_126,15,0.9627,0.1389,843,YPL131W
Complex_126,15,0.9627,0.1389,683,YNL061W
Complex_126,15,0.9627,0.1389,755,YOL077C
Complex_126,15,0.9627,0.1389,533,YLL008W
Complex_126,15,0.9627,0.1389,538,YLL045C
Complex_126,15,0.9627,0.1389,539,YLR002C
Complex_126,15,0.9627,0.1389,670,YMR290C
Complex_126,15,0.9627,0.1389,215,YDR496C
Complex_127,8,0.9624,0.0377,775,YOR063W
Complex_127,8,0.9624,0.0377,761,YOL127W
Complex_127,8,0.9624,0.0377,538,YLL045C
Complex_127,8,0.9624,0.0377,683,YNL061W
Complex_127,8,0.9624,0.0377,670,YMR290C
Complex_127,8,0.9624,0.0377,751,YOL041C
Complex_127,8,0.9624,0.0377,676,YNL002C
Complex_127,8,0.9624,0.0377,627,YML073C
Complex_128,17,0.9623,0.1765,775,YOR063W
Complex_128,17,0.9623,0.1765,536,YLL034C
Complex_128,17,0.9623,0.1765,388,YHR052W
Complex_128,17,0.9623,0.1765,796,YOR206W
Complex_128,17,0.9623,0.1765,670,YMR290C
Complex_128,17,0.9623,0.1765,837,YPL093W
Complex_128,17,0.9623,0.1765,755,YOL077C
Complex_128,17,0.9623,0.1765,642,YMR049C
Complex_128,17,0.9623,0.1765,100,YDL031W
Complex_128,17,0.9623,0.1765,228,YER006W
Complex_128,17,0.9623,0.1765,395,YHR088W
Complex_128,17,0.9623,0.1765,683,YNL061W
Complex_128,17,0.9623,0.1765,854,YPL211W
Complex_128,17,0.9623,0.1765,258,YFL002C
Complex_128,17,0.9623,0.1765,539,YLR002C
Complex_128,17,0.9623,0.1765,611,YLR449W
Complex_128,17,0.9623,0.1765,215,YDR496C
Complex_129,3,0.9618,0.5,12,YAR003W
Complex_129,3,0.9618,0.5,497,YKL018W
Complex_129,3,0.9618,0.5,57,YBR175W
Complex_130,7,0.9612,0.1071,775,YOR063W
Complex_130,7,0.9612,0.1071,150,YDR101C
Complex_130,7,0.9612,0.1071,295,YGL103W
Complex_130,7,0.9612,0.1071,837,YPL093W
Complex_130,7,0.9612,0.1071,388,YHR052W
Complex_130,7,0.9612,0.1071,529,YKR081C
Complex_130,7,0.9612,0.1071,538,YLL045C
Complex_131,7,0.9611,0.0674,775,YOR063W
Complex_131,7,0.9611,0.0674,150,YDR101C
Complex_131,7,0.9611,0.0674,295,YGL103W
Complex_131,7,0.9611,0.0674,837,YPL093W
Complex_131,7,0.9611,0.0674,861,YPL249C-A
Complex_131,7,0.9611,0.0674,538,YLL045C
Complex_131,7,0.9611,0.0674,282,YGL030W
Complex_132,5,0.9609,0.8333,12,YAR003W
Complex_132,5,0.9609,0.8333,497,YKL018W
Complex_132,5,0.9609,0.8333,400,YHR119W
Complex_132,5,0.9609,0.8333,210,YDR469W
Complex_132,5,0.9609,0.8333,68,YBR258C
Complex_133,8,0.9607,0.0714,775,YOR063W
Complex_133,8,0.9607,0.0714,51,YBR142W
Complex_133,8,0.9607,0.0714,538,YLL045C
Complex_133,8,0.9607,0.0714,670,YMR290C
