Complex_ID,Complex_Size,Complex_Score,Complex_Overlap_Score,Protein_ID,Protein_Name
Complex_299,7,0.9256,0.1321,597,YLR406C
Complex_299,7,0.9256,0.1321,211,YDR471W
Complex_299,7,0.9256,0.1321,513,YKL180W
Complex_299,7,0.9256,0.1321,295,YGL103W
Complex_299,7,0.9256,0.1321,306,YGL147C
Complex_300,9,0.9255,0.1429,775,YOR063W
Complex_300,9,0.9255,0.1429,808,YOR272W
Complex_300,9,0.9255,0.1429,670,YMR290C
Complex_300,9,0.9255,0.1429,683,YNL061W
Complex_300,9,0.9255,0.1429,851,YPL198W
Complex_300,9,0.9255,0.1429,538,YLL045C
Complex_300,9,0.9255,0.1429,829,YPL043W
Complex_300,9,0.9255,0.1429,755,YOL077C
Complex_300,9,0.9255,0.1429,751,YOL041C
Complex_301,12,0.9254,0.125,775,YOR063W
Complex_301,12,0.9254,0.125,761,YOL127W
Complex_301,12,0.9254,0.125,538,YLL045C
Complex_301,12,0.9254,0.125,540,YLR029C
Complex_301,12,0.9254,0.125,667,YMR242C
Complex_301,12,0.9254,0.125,843,YPL131W
Complex_301,12,0.9254,0.125,837,YPL093W
Complex_301,12,0.9254,0.125,670,YMR290C
Complex_301,12,0.9254,0.125,676,YNL002C
Complex_301,12,0.9254,0.125,755,YOL077C
Complex_301,12,0.9254,0.125,796,YOR206W
Complex_301,12,0.9254,0.125,215,YDR496C
Complex_302,8,0.9248,0.1156,775,YOR063W
Complex_302,8,0.9248,0.1156,761,YOL127W
Complex_302,8,0.9248,0.1156,538,YLL045C
Complex_302,8,0.9248,0.1156,861,YPL249C-A
Complex_302,8,0.9248,0.1156,667,YMR242C
Complex_302,8,0.9248,0.1156,676,YNL002C
Complex_302,8,0.9248,0.1156,111,YDL075W
Complex_302,8,0.9248,0.1156,843,YPL131W
Complex_303,3,0.9246,0.2222,42,YBR079C
Complex_303,3,0.9246,0.2222,653,YMR146C
Complex_303,3,0.9246,0.2222,833,YPL081W
Complex_304,11,0.9243,0.1098,775,YOR063W
Complex_304,11,0.9243,0.1098,761,YOL127W
Complex_304,11,0.9243,0.1098,538,YLL045C
Complex_304,11,0.9243,0.1098,540,YLR029C
Complex_304,11,0.9243,0.1098,529,YKR081C
Complex_304,11,0.9243,0.1098,670,YMR290C
Complex_304,11,0.9243,0.1098,837,YPL093W
Complex_304,11,0.9243,0.1098,289,YGL076C
Complex_304,11,0.9243,0.1098,851,YPL198W
Complex_304,11,0.9243,0.1098,211,YDR471W
Complex_304,11,0.9243,0.1098,334,YGR085C
Complex_305,11,0.9238,0.1715,775,YOR063W
Complex_305,11,0.9238,0.1715,761,YOL127W
Complex_305,11,0.9238,0.1715,538,YLL045C
Complex_305,11,0.9238,0.1715,540,YLR029C
Complex_305,11,0.9238,0.1715,667,YMR242C
Complex_305,11,0.9238,0.1715,627,YML073C
Complex_305,11,0.9238,0.1715,211,YDR471W
Complex_305,11,0.9238,0.1715,215,YDR496C
Complex_305,11,0.9238,0.1715,282,YGL030W
Complex_305,11,0.9238,0.1715,289,YGL076C
Complex_305,11,0.9238,0.1715,434,YIL133C
Complex_306,9,0.9235,0.0635,775,YOR063W
Complex_306,9,0.9235,0.0635,761,YOL127W
Complex_306,9,0.9235,0.0635,538,YLL045C
Complex_306,9,0.9235,0.0635,540,YLR029C
Complex_306,9,0.9235,0.0635,539,YLR002C
Complex_306,9,0.9235,0.0635,751,YOL041C
Complex_306,9,0.9235,0.0635,670,YMR290C
Complex_306,9,0.9235,0.0635,289,YGL076C
Complex_306,9,0.9235,0.0635,796,YOR206W
Complex_307,3,0.9231,0.75,62,YBR215W
Complex_307,3,0.9231,0.75,770,YOR038C
Complex_307,3,0.9231,0.75,491,YJR140C
Complex_308,9,0.9229,0.0755,775,YOR063W
Complex_308,9,0.9229,0.0755,761,YOL127W
Complex_308,9,0.9229,0.0755,538,YLL045C
Complex_308,9,0.9229,0.0755,540,YLR029C
Complex_308,9,0.9229,0.0755,338,YGR103W
Complex_308,9,0.9229,0.0755,837,YPL093W
Complex_308,9,0.9229,0.0755,113,YDL082W
Complex_308,9,0.9229,0.0755,755,YOL077C
Complex_308,9,0.9229,0.0755,282,YGL030W
Complex_309,9,0.9228,0.1429,775,YOR063W
Complex_309,9,0.9228,0.1429,142,YDR060W
Complex_309,9,0.9228,0.1429,670,YMR290C
Complex_309,9,0.9228,0.1429,796,YOR206W
Complex_309,9,0.9228,0.1429,289,YGL076C
Complex_309,9,0.9228,0.1429,538,YLL045C
Complex_309,9,0.9228,0.1429,539,YLR002C
Complex_309,9,0.9228,0.1429,751,YOL041C
Complex_309,9,0.9228,0.1429,540,YLR029C
Complex_310,9,0.9226,0.0755,775,YOR063W
Complex_310,9,0.9226,0.0755,761,YOL127W
Complex_310,9,0.9226,0.0755,538,YLL045C
Complex_310,9,0.9226,0.0755,540,YLR029C
Complex_310,9,0.9226,0.0755,667,YMR242C
Complex_310,9,0.9226,0.0755,627,YML073C
Complex_310,9,0.9226,0.0755,676,YNL002C
Complex_310,9,0.9226,0.0755,751,YOL041C
Complex_310,9,0.9226,0.0755,670,YMR290C
Complex_311,10,0.9226,0.0925,775,YOR063W
Complex_311,10,0.9226,0.0925,761,YOL127W
Complex_311,10,0.9226,0.0925,538,YLL045C
Complex_311,10,0.9226,0.0925,683,YNL061W
Complex_311,10,0.9226,0.0925,670,YMR290C
Complex_311,10,0.9226,0.0925,136,YDR012W
Complex_311,10,0.9226,0.0925,851,YPL198W
Complex_311,10,0.9226,0.0925,529,YKR081C
Complex_311,10,0.9226,0.0925,211,YDR471W
Complex_311,10,0.9226,0.0925,334,YGR085C
Complex_312,4,0.9224,0.0,14,YAR073W
Complex_312,4,0.9224,0.0,418,YHR216W
Complex_312,4,0.9224,0.0,620,YML056C
Complex_312,4,0.9224,0.0,604,YLR432W
Complex_313,8,0.922,0.1156,775,YOR063W
Complex_313,8,0.922,0.1156,761,YOL127W
Complex_313,8,0.922,0.1156,538,YLL045C
Complex_313,8,0.922,0.1156,383,YHR010W
Complex_313,8,0.922,0.1156,113,YDL082W
Complex_313,8,0.922,0.1156,295,YGL103W
Complex_313,8,0.922,0.1156,837,YPL093W
Complex_313,8,0.922,0.1156,851,YPL198W
Complex_314,11,0.9219,0.1715,775,YOR063W
Complex_314,11,0.9219,0.1715,761,YOL127W
Complex_314,11,0.9219,0.1715,538,YLL045C
Complex_314,11,0.9219,0.1715,540,YLR029C
Complex_314,11,0.9219,0.1715,667,YMR242C
Complex_314,11,0.9219,0.1715,627,YML073C
Complex_314,11,0.9219,0.1715,211,YDR471W
Complex_314,11,0.9219,0.1715,215,YDR496C
Complex_314,11,0.9219,0.1715,282,YGL030W
Complex_314,11,0.9219,0.1715,289,YGL076C
Complex_314,11,0.9219,0.1715,857,YPL220W
Complex_315,14,0.921,0.1941,775,YOR063W
Complex_315,14,0.921,0.1941,761,YOL127W
Complex_315,14,0.921,0.1941,538,YLL045C
Complex_315,14,0.921,0.1941,540,YLR029C
Complex_315,14,0.921,0.1941,667,YMR242C
Complex_315,14,0.921,0.1941,627,YML073C
Complex_315,14,0.921,0.1941,211,YDR471W
Complex_315,14,0.921,0.1941,334,YGR085C
Complex_315,14,0.921,0.1941,837,YPL093W
Complex_315,14,0.921,0.1941,289,YGL076C
Complex_315,14,0.921,0.1941,113,YDL082W
Complex_315,14,0.921,0.1941,306,YGL147C
Complex_315,14,0.921,0.1941,851,YPL198W
Complex_315,14,0.921,0.1941,670,YMR290C
Complex_316,4,0.9201,1.0,45,YBR087W
Complex_316,4,0.9201,1.0,727,YNL290W
Complex_316,4,0.9201,1.0,758,YOL094C
Complex_316,4,0.9201,1.0,785,YOR144C
Complex_317,8,0.9198,0.1156,775,YOR063W
Complex_317,8,0.9198,0.1156,761,YOL127W
Complex_317,8,0.9198,0.1156,538,YLL045C
Complex_317,8,0.9198,0.1156,228,YER006W
Complex_317,8,0.9198,0.1156,111,YDL075W
Complex_317,8,0.9198,0.1156,851,YPL198W
Complex_317,8,0.9198,0.1156,334,YGR085C
Complex_317,8,0.9198,0.1156,843,YPL131W
Complex_318,8,0.9197,0.059,775,YOR063W
Complex_318,8,0.9197,0.059,495,YKL009W
Complex_318,8,0.9197,0.059,837,YPL093W
Complex_318,8,0.9197,0.059,306,YGL147C
Complex_318,8,0.9197,0.059,843,YPL131W
Complex_318,8,0.9197,0.059,538,YLL045C
Complex_318,8,0.9197,0.059,851,YPL198W
Complex_318,8,0.9197,0.059,670,YMR290C
Complex_319,6,0.9195,0.0786,775,YOR063W
Complex_319,6,0.9195,0.0786,51,YBR142W
Complex_319,6,0.9195,0.0786,538,YLL045C
Complex_319,6,0.9195,0.0786,861,YPL249C-A
Complex_319,6,0.9195,0.0786,334,YGR085C
Complex_319,6,0.9195,0.0786,843,YPL131W
Complex_320,7,0.9194,0.0674,775,YOR063W
Complex_320,7,0.9194,0.0674,761,YOL127W
Complex_320,7,0.9194,0.0674,694,YNL110C
Complex_320,7,0.9194,0.0674,111,YDL075W
Complex_320,7,0.9194,0.0674,282,YGL030W
Complex_320,7,0.9194,0.0674,113,YDL082W
Complex_320,7,0.9194,0.0674,338,YGR103W
Complex_321,3,0.9191,0.0667,430,YIL103W
Complex_321,3,0.9191,0.0667,515,YKL191W
Complex_321,3,0.9191,0.0667,783,YOR133W
Complex_322,5,0.919,0.0943,589,YLR344W
Complex_322,5,0.919,0.0943,274,YFR031C-A
Complex_322,5,0.919,0.0943,658,YMR194W
Complex_322,5,0.919,0.0943,211,YDR471W
Complex_322,5,0.919,0.0943,23,YBL027W
Complex_323,11,0.9187,0.1389,775,YOR063W
Complex_323,11,0.9187,0.1389,761,YOL127W
Complex_323,11,0.9187,0.1389,538,YLL045C
Complex_323,11,0.9187,0.1389,683,YNL061W
Complex_323,11,0.9187,0.1389,670,YMR290C
Complex_323,11,0.9187,0.1389,136,YDR012W
Complex_323,11,0.9187,0.1389,851,YPL198W
Complex_323,11,0.9187,0.1389,627,YML073C
Complex_323,11,0.9187,0.1389,211,YDR471W
Complex_323,11,0.9187,0.1389,857,YPL220W
Complex_323,11,0.9187,0.1389,334,YGR085C
Complex_324,7,0.9181,0.5714,280,YGL019W
Complex_324,7,0.9181,0.5714,421,YIL035C
Complex_324,7,0.9181,0.5714,774,YOR061W
Complex_324,7,0.9181,0.5714,782,YOR123C
Complex_324,7,0.9181,0.5714,316,YGL244W
Complex_324,7,0.9181,0.5714,765,YOL145C
Complex_324,7,0.9181,0.5714,600,YLR418C
Complex_325,10,0.918,0.1208,775,YOR063W
Complex_325,10,0.918,0.1208,761,YOL127W
Complex_325,10,0.918,0.1208,538,YLL045C
Complex_325,10,0.918,0.1208,540,YLR029C
Complex_325,10,0.918,0.1208,667,YMR242C
Complex_325,10,0.918,0.1208,755,YOL077C
Complex_325,10,0.918,0.1208,282,YGL030W
Complex_325,10,0.918,0.1208,211,YDR471W
Complex_325,10,0.918,0.1208,837,YPL093W
Complex_325,10,0.918,0.1208,113,YDL082W
Complex_326,11,0.9174,0.084,775,YOR063W
Complex_326,11,0.9174,0.084,761,YOL127W
Complex_326,11,0.9174,0.084,538,YLL045C
Complex_326,11,0.9174,0.084,540,YLR029C
Complex_326,11,0.9174,0.084,529,YKR081C
Complex_326,11,0.9174,0.084,670,YMR290C
Complex_326,11,0.9174,0.084,837,YPL093W
Complex_326,11,0.9174,0.084,289,YGL076C
Complex_326,11,0.9174,0.084,851,YPL198W
Complex_326,11,0.9174,0.084,211,YDR471W
Complex_326,11,0.9174,0.084,215,YDR496C
Complex_327,10,0.9172,0.0667,775,YOR063W
Complex_327,10,0.9172,0.0667,142,YDR060W
Complex_327,10,0.9172,0.0667,670,YMR290C
Complex_327,10,0.9172,0.0667,51,YBR142W
Complex_327,10,0.9172,0.0667,215,YDR496C
Complex_327,10,0.9172,0.0667,538,YLL045C
Complex_327,10,0.9172,0.0667,98,YDL014W
Complex_327,10,0.9172,0.0667,843,YPL131W
Complex_327,10,0.9172,0.0667,683,YNL061W
Complex_327,10,0.9172,0.0667,533,YLL008W
Complex_328,8,0.9171,0.0714,775,YOR063W
Complex_328,8,0.9171,0.0714,761,YOL127W
Complex_328,8,0.9171,0.0714,694,YNL110C
Complex_328,8,0.9171,0.0714,837,YPL093W
Complex_328,8,0.9171,0.0714,113,YDL082W
Complex_328,8,0.9171,0.0714,338,YGR103W
Complex_328,8,0.9171,0.0714,755,YOL077C
Complex_328,8,0.9171,0.0714,282,YGL030W
Complex_329,4,0.9168,0.0425,775,YOR063W
Complex_329,4,0.9168,0.0425,495,YKL009W
Complex_329,4,0.9168,0.0425,597,YLR406C
Complex_329,4,0.9168,0.0425,306,YGL147C
Complex_330,10,0.9167,0.0472,775,YOR063W
Complex_330,10,0.9167,0.0472,761,YOL127W
Complex_330,10,0.9167,0.0472,538,YLL045C
Complex_330,10,0.9167,0.0472,683,YNL061W
Complex_330,10,0.9167,0.0472,670,YMR290C
Complex_330,10,0.9167,0.0472,751,YOL041C
Complex_330,10,0.9167,0.0472,851,YPL198W
Complex_330,10,0.9167,0.0472,755,YOL077C
Complex_330,10,0.9167,0.0472,539,YLR002C
Complex_330,10,0.9167,0.0472,843,YPL131W
Complex_331,8,0.9164,0.0377,775,YOR063W
Complex_331,8,0.9164,0.0377,761,YOL127W
Complex_331,8,0.9164,0.0377,694,YNL110C
Complex_331,8,0.9164,0.0377,837,YPL093W
Complex_331,8,0.9164,0.0377,113,YDL082W
Complex_331,8,0.9164,0.0377,211,YDR471W
Complex_331,8,0.9164,0.0377,670,YMR290C
Complex_331,8,0.9164,0.0377,755,YOL077C
Complex_332,9,0.9164,0.1429,775,YOR063W
Complex_332,9,0.9164,0.1429,808,YOR272W
Complex_332,9,0.9164,0.1429,670,YMR290C
Complex_332,9,0.9164,0.1429,683,YNL061W
Complex_332,9,0.9164,0.1429,851,YPL198W
Complex_332,9,0.9164,0.1429,538,YLL045C
Complex_332,9,0.9164,0.1429,829,YPL043W
Complex_332,9,0.9164,0.1429,51,YBR142W
Complex_332,9,0.9164,0.1429,751,YOL041C
Complex_333,13,0.9163,0.209,775,YOR063W
Complex_333,13,0.9163,0.209,761,YOL127W
Complex_333,13,0.9163,0.209,538,YLL045C
Complex_333,13,0.9163,0.209,540,YLR029C
Complex_333,13,0.9163,0.209,760,YOL120C
Complex_333,13,0.9163,0.209,434,YIL133C
Complex_333,13,0.9163,0.209,685,YNL069C
Complex_333,13,0.9163,0.209,622,YML063W
Complex_333,13,0.9163,0.209,113,YDL082W
Complex_333,13,0.9163,0.209,627,YML073C
Complex_333,13,0.9163,0.209,289,YGL076C
Complex_333,13,0.9163,0.209,728,YNL301C
Complex_333,13,0.9163,0.209,274,YFR031C-A
Complex_334,17,0.9162,0.2175,279,YGL014W
Complex_334,17,0.9162,0.2175,274,YFR031C-A
Complex_334,17,0.9162,0.2175,658,YMR194W
Complex_334,17,0.9162,0.2175,295,YGL103W
Complex_334,17,0.9162,0.2175,463,YJL177W
Complex_334,17,0.9162,0.2175,23,YBL027W
Complex_334,17,0.9162,0.2175,610,YLR448W
Complex_334,17,0.9162,0.2175,237,YER074W
Complex_334,17,0.9162,0.2175,111,YDL075W
Complex_334,17,0.9162,0.2175,211,YDR471W
Complex_334,17,0.9162,0.2175,627,YML073C
Complex_334,17,0.9162,0.2175,761,YOL127W
Complex_334,17,0.9162,0.2175,577,YLR287C-A
Complex_334,17,0.9162,0.2175,667,YMR242C
Complex_334,17,0.9162,0.2175,59,YBR191W
Complex_334,17,0.9162,0.2175,113,YDL082W
Complex_334,17,0.9162,0.2175,375,YHL001W
Complex_335,20,0.9161,0.2726,775,YOR063W
Complex_335,20,0.9161,0.2726,761,YOL127W
Complex_335,20,0.9161,0.2726,283,YGL031C
Complex_335,20,0.9161,0.2726,513,YKL180W
Complex_335,20,0.9161,0.2726,282,YGL030W
Complex_335,20,0.9161,0.2726,295,YGL103W
Complex_335,20,0.9161,0.2726,685,YNL069C
Complex_335,20,0.9161,0.2726,334,YGR085C
Complex_335,20,0.9161,0.2726,211,YDR471W
Complex_335,20,0.9161,0.2726,622,YML063W
Complex_335,20,0.9161,0.2726,114,YDL083C
Complex_335,20,0.9161,0.2726,627,YML073C
Complex_335,20,0.9161,0.2726,546,YLR075W
Complex_335,20,0.9161,0.2726,83,YCR031C
Complex_335,20,0.9161,0.2726,667,YMR242C
Complex_335,20,0.9161,0.2726,861,YPL249C-A
Complex_335,20,0.9161,0.2726,463,YJL177W
Complex_335,20,0.9161,0.2726,113,YDL082W
Complex_335,20,0.9161,0.2726,274,YFR031C-A
Complex_335,20,0.9161,0.2726,289,YGL076C
Complex_336,11,0.9158,0.1169,775,YOR063W
Complex_336,11,0.9158,0.1169,761,YOL127W
Complex_336,11,0.9158,0.1169,538,YLL045C
Complex_336,11,0.9158,0.1169,388,YHR052W
Complex_336,11,0.9158,0.1169,751,YOL041C
Complex_336,11,0.9158,0.1169,676,YNL002C
Complex_336,11,0.9158,0.1169,796,YOR206W
Complex_336,11,0.9158,0.1169,755,YOL077C
Complex_336,11,0.9158,0.1169,670,YMR290C
Complex_336,11,0.9158,0.1169,843,YPL131W
Complex_336,11,0.9158,0.1169,667,YMR242C
Complex_337,9,0.9158,0.1429,775,YOR063W
Complex_337,9,0.9158,0.1429,142,YDR060W
Complex_337,9,0.9158,0.1429,670,YMR290C
Complex_337,9,0.9158,0.1429,51,YBR142W
Complex_337,9,0.9158,0.1429,751,YOL041C
Complex_337,9,0.9158,0.1429,538,YLL045C
Complex_337,9,0.9158,0.1429,676,YNL002C
Complex_337,9,0.9158,0.1429,540,YLR029C
Complex_337,9,0.9158,0.1429,843,YPL131W
Complex_338,5,0.9158,0.2667,41,YBR065C
Complex_338,5,0.9158,0.2667,408,YHR165C
Complex_338,5,0.9158,0.2667,257,YER172C
Complex_338,5,0.9158,0.2667,537,YLL036C
Complex_338,5,0.9158,0.2667,881,YPR101W
Complex_339,10,0.9157,0.0679,775,YOR063W
Complex_339,10,0.9157,0.0679,761,YOL127W
Complex_339,10,0.9157,0.0679,538,YLL045C
Complex_339,10,0.9157,0.0679,683,YNL061W
Complex_339,10,0.9157,0.0679,670,YMR290C
Complex_339,10,0.9157,0.0679,136,YDR012W
Complex_339,10,0.9157,0.0679,851,YPL198W
Complex_339,10,0.9157,0.0679,529,YKR081C
Complex_339,10,0.9157,0.0679,211,YDR471W
Complex_339,10,0.9157,0.0679,215,YDR496C
Complex_340,8,0.9155,0.059,775,YOR063W
Complex_340,8,0.9155,0.059,761,YOL127W
Complex_340,8,0.9155,0.059,694,YNL110C
Complex_340,8,0.9155,0.059,837,YPL093W
Complex_340,8,0.9155,0.059,113,YDL082W
Complex_340,8,0.9155,0.059,211,YDR471W
Complex_340,8,0.9155,0.059,282,YGL030W
Complex_340,8,0.9155,0.059,755,YOL077C
Complex_341,3,0.9153,0.75,19,YBL008W
Complex_341,3,0.9153,0.75,770,YOR038C
Complex_341,3,0.9153,0.75,62,YBR215W
Complex_342,8,0.915,0.0377,775,YOR063W
Complex_342,8,0.915,0.0377,51,YBR142W
Complex_342,8,0.915,0.0377,538,YLL045C
Complex_342,8,0.915,0.0377,670,YMR290C
Complex_342,8,0.915,0.0377,851,YPL198W
Complex_342,8,0.915,0.0377,751,YOL041C
Complex_342,8,0.915,0.0377,627,YML073C
Complex_342,8,0.915,0.0377,683,YNL061W
Complex_343,8,0.9149,0.0833,775,YOR063W
Complex_343,8,0.9149,0.0833,142,YDR060W
Complex_343,8,0.9149,0.0833,670,YMR290C
Complex_343,8,0.9149,0.0833,51,YBR142W
Complex_343,8,0.9149,0.0833,215,YDR496C
Complex_343,8,0.9149,0.0833,538,YLL045C
Complex_343,8,0.9149,0.0833,289,YGL076C
Complex_343,8,0.9149,0.0833,540,YLR029C
Complex_344,10,0.9147,0.0679,775,YOR063W
Complex_344,10,0.9147,0.0679,761,YOL127W
Complex_344,10,0.9147,0.0679,538,YLL045C
Complex_344,10,0.9147,0.0679,540,YLR029C
Complex_344,10,0.9147,0.0679,667,YMR242C
Complex_344,10,0.9147,0.0679,796,YOR206W
Complex_344,10,0.9147,0.0679,289,YGL076C
Complex_344,10,0.9147,0.0679,837,YPL093W
Complex_344,10,0.9147,0.0679,670,YMR290C
Complex_344,10,0.9147,0.0679,215,YDR496C
Complex_345,8,0.9143,0.0833,662,YMR229C
Complex_345,8,0.9143,0.0833,670,YMR290C
Complex_345,8,0.9143,0.0833,98,YDL014W
Complex_345,8,0.9143,0.0833,215,YDR496C
Complex_345,8,0.9143,0.0833,142,YDR060W
Complex_345,8,0.9143,0.0833,51,YBR142W
Complex_345,8,0.9143,0.0833,683,YNL061W
Complex_345,8,0.9143,0.0833,533,YLL008W
Complex_346,26,0.9143,0.32,775,YOR063W
Complex_346,26,0.9143,0.32,761,YOL127W
Complex_346,26,0.9143,0.32,538,YLL045C
Complex_346,26,0.9143,0.32,861,YPL249C-A
Complex_346,26,0.9143,0.32,667,YMR242C
Complex_346,26,0.9143,0.32,334,YGR085C
Complex_346,26,0.9143,0.32,778,YOR096W
Complex_346,26,0.9143,0.32,434,YIL133C
Complex_346,26,0.9143,0.32,610,YLR448W
Complex_346,26,0.9143,0.32,111,YDL075W
Complex_346,26,0.9143,0.32,114,YDL083C
Complex_346,26,0.9143,0.32,513,YKL180W
Complex_346,26,0.9143,0.32,274,YFR031C-A
Complex_346,26,0.9143,0.32,295,YGL103W
Complex_346,26,0.9143,0.32,685,YNL069C
Complex_346,26,0.9143,0.32,237,YER074W
Complex_346,26,0.9143,0.32,622,YML063W
Complex_346,26,0.9143,0.32,463,YJL177W
Complex_346,26,0.9143,0.32,113,YDL082W
Complex_346,26,0.9143,0.32,83,YCR031C
Complex_346,26,0.9143,0.32,211,YDR471W
Complex_346,26,0.9143,0.32,627,YML073C
Complex_346,26,0.9143,0.32,306,YGL147C
Complex_346,26,0.9143,0.32,282,YGL030W
Complex_346,26,0.9143,0.32,375,YHL001W
Complex_346,26,0.9143,0.32,289,YGL076C
Complex_347,4,0.9142,0.0833,775,YOR063W
Complex_347,4,0.9142,0.0833,293,YGL099W
Complex_347,4,0.9142,0.0833,658,YMR194W
Complex_347,4,0.9142,0.0833,538,YLL045C
Complex_348,9,0.914,0.2963,775,YOR063W
Complex_348,9,0.914,0.2963,142,YDR060W
Complex_348,9,0.914,0.2963,670,YMR290C
Complex_348,9,0.914,0.2963,822,YPL012W
Complex_348,9,0.914,0.2963,755,YOL077C
Complex_348,9,0.914,0.2963,388,YHR052W
Complex_348,9,0.914,0.2963,215,YDR496C
Complex_348,9,0.914,0.2963,538,YLL045C
Complex_348,9,0.914,0.2963,829,YPL043W
Complex_349,4,0.9137,0.375,42,YBR079C
Complex_349,4,0.9137,0.375,653,YMR146C
Complex_349,4,0.9137,0.375,29,YBL072C
Complex_349,4,0.9137,0.375,820,YOR361C
Complex_350,26,0.9136,0.32,775,YOR063W
Complex_350,26,0.9136,0.32,761,YOL127W
Complex_350,26,0.9136,0.32,538,YLL045C
Complex_350,26,0.9136,0.32,652,YMR142C
Complex_350,26,0.9136,0.32,778,YOR096W
Complex_350,26,0.9136,0.32,274,YFR031C-A
Complex_350,26,0.9136,0.32,667,YMR242C
Complex_350,26,0.9136,0.32,546,YLR075W
Complex_350,26,0.9136,0.32,295,YGL103W
Complex_350,26,0.9136,0.32,685,YNL069C
Complex_350,26,0.9136,0.32,334,YGR085C
Complex_350,26,0.9136,0.32,463,YJL177W
Complex_350,26,0.9136,0.32,211,YDR471W
Complex_350,26,0.9136,0.32,610,YLR448W
Complex_350,26,0.9136,0.32,237,YER074W
Complex_350,26,0.9136,0.32,622,YML063W
Complex_350,26,0.9136,0.32,113,YDL082W
Complex_350,26,0.9136,0.32,627,YML073C
Complex_350,26,0.9136,0.32,513,YKL180W
Complex_350,26,0.9136,0.32,434,YIL133C
Complex_350,26,0.9136,0.32,289,YGL076C
Complex_350,26,0.9136,0.32,861,YPL249C-A
Complex_350,26,0.9136,0.32,114,YDL083C
Complex_350,26,0.9136,0.32,83,YCR031C
Complex_350,26,0.9136,0.32,282,YGL030W
Complex_350,26,0.9136,0.32,375,YHL001W
Complex_351,7,0.9132,0.4286,201,YDR416W
Complex_351,7,0.9132,0.4286,257,YER172C
Complex_351,7,0.9132,0.4286,408,YHR165C
Complex_351,7,0.9132,0.4286,537,YLL036C
Complex_351,7,0.9132,0.4286,881,YPR101W
Complex_351,7,0.9132,0.4286,601,YLR424W
Complex_351,7,0.9132,0.4286,855,YPL213W
Complex_352,17,0.9127,0.2175,279,YGL014W
Complex_352,17,0.9127,0.2175,274,YFR031C-A
Complex_352,17,0.9127,0.2175,658,YMR194W
Complex_352,17,0.9127,0.2175,295,YGL103W
Complex_352,17,0.9127,0.2175,463,YJL177W
Complex_352,17,0.9127,0.2175,23,YBL027W
Complex_352,17,0.9127,0.2175,610,YLR448W
Complex_352,17,0.9127,0.2175,237,YER074W
Complex_352,17,0.9127,0.2175,111,YDL075W
Complex_352,17,0.9127,0.2175,211,YDR471W
Complex_352,17,0.9127,0.2175,627,YML073C
Complex_352,17,0.9127,0.2175,761,YOL127W
Complex_352,17,0.9127,0.2175,577,YLR287C-A
Complex_352,17,0.9127,0.2175,33,YBL092W
Complex_352,17,0.9127,0.2175,59,YBR191W
Complex_352,17,0.9127,0.2175,113,YDL082W
Complex_352,17,0.9127,0.2175,375,YHL001W
Complex_353,5,0.9126,0.0604,775,YOR063W
Complex_353,5,0.9126,0.0604,44,YBR084W
Complex_353,5,0.9126,0.0604,274,YFR031C-A
Complex_353,5,0.9126,0.0604,546,YLR075W
Complex_353,5,0.9126,0.0604,211,YDR471W
Complex_354,11,0.9121,0.1715,775,YOR063W
Complex_354,11,0.9121,0.1715,761,YOL127W
Complex_354,11,0.9121,0.1715,538,YLL045C
Complex_354,11,0.9121,0.1715,540,YLR029C
Complex_354,11,0.9121,0.1715,667,YMR242C
Complex_354,11,0.9121,0.1715,627,YML073C
Complex_354,11,0.9121,0.1715,211,YDR471W
Complex_354,11,0.9121,0.1715,215,YDR496C
Complex_354,11,0.9121,0.1715,282,YGL030W
Complex_354,11,0.9121,0.1715,37,YBR031W
Complex_354,11,0.9121,0.1715,434,YIL133C
Complex_355,9,0.9121,0.0524,775,YOR063W
Complex_355,9,0.9121,0.0524,761,YOL127W
Complex_355,9,0.9121,0.0524,538,YLL045C
Complex_355,9,0.9121,0.0524,540,YLR029C
Complex_355,9,0.9121,0.0524,512,YKL172W
Complex_355,9,0.9121,0.0524,837,YPL093W
Complex_355,9,0.9121,0.0524,113,YDL082W
Complex_355,9,0.9121,0.0524,755,YOL077C
Complex_355,9,0.9121,0.0524,670,YMR290C
Complex_356,25,0.912,0.3019,775,YOR063W
Complex_356,25,0.912,0.3019,761,YOL127W
Complex_356,25,0.912,0.3019,538,YLL045C
Complex_356,25,0.912,0.3019,652,YMR142C
Complex_356,25,0.912,0.3019,778,YOR096W
Complex_356,25,0.912,0.3019,274,YFR031C-A
Complex_356,25,0.912,0.3019,667,YMR242C
Complex_356,25,0.912,0.3019,546,YLR075W
Complex_356,25,0.912,0.3019,295,YGL103W
Complex_356,25,0.912,0.3019,685,YNL069C
Complex_356,25,0.912,0.3019,334,YGR085C
Complex_356,25,0.912,0.3019,463,YJL177W
Complex_356,25,0.912,0.3019,211,YDR471W
Complex_356,25,0.912,0.3019,610,YLR448W
Complex_356,25,0.912,0.3019,237,YER074W
Complex_356,25,0.912,0.3019,622,YML063W
Complex_356,25,0.912,0.3019,113,YDL082W
Complex_356,25,0.912,0.3019,627,YML073C
Complex_356,25,0.912,0.3019,513,YKL180W
Complex_356,25,0.912,0.3019,434,YIL133C
Complex_356,25,0.912,0.3019,289,YGL076C
Complex_356,25,0.912,0.3019,861,YPL249C-A
