Complex_ID,Complex_Size,Complex_Score,Complex_Overlap_Score,Protein_ID,Protein_Name,CC_Enriched_Terms,CC_Min_Pvalue,CC_Significant,BP_Enriched_Terms,BP_Min_Pvalue,BP_Significant,MF_Enriched_Terms,MF_Min_Pvalue,MF_Significant,Total_Enriched_Terms,Overall_Min_Pvalue,Overall_Significant
Complex_34,29,0.9417,0.2874,529,YKR081C,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,90,YCR072C,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,861,YPL249C-A,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,694,YNL110C,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,538,YLL045C,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,100,YDL031W,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,775,YOR063W,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,295,YGL103W,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,111,YDL075W,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,282,YGL030W,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,658,YMR194W,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_34,29,0.9417,0.2874,411,YHR170W,15,8.93e-22,True,38,2.98e-23,True,7,8.83e-06,True,60,2.98e-23,True
Complex_35,5,0.9408,0.04,430,YIL103W,0,1.0,False,0,0.052543,False,1,0.003241,True,1,0.003241,True
Complex_35,5,0.9408,0.04,515,YKL191W,0,1.0,False,0,0.052543,False,1,0.003241,True,1,0.003241,True
Complex_35,5,0.9408,0.04,783,YOR133W,0,1.0,False,0,0.052543,False,1,0.003241,True,1,0.003241,True
Complex_35,5,0.9408,0.04,788,YOR151C,0,1.0,False,0,0.052543,False,1,0.003241,True,1,0.003241,True
Complex_35,5,0.9408,0.04,240,YER086W,0,1.0,False,0,0.052543,False,1,0.003241,True,1,0.003241,True
Complex_36,13,0.9346,0.2308,153,YDR121W,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,304,YGL133W,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,812,YOR304W,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,271,YFR013W,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,781,YOR116C,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,64,YBR245C,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,276,YFR037C,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,432,YIL126W,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,895,YPR175W,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,167,YDR224C,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,516,YKR001C,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,164,YDR190C,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_36,13,0.9346,0.2308,722,YNL262W,17,2.66e-11,True,46,7.98e-05,True,29,4.19e-05,True,92,2.66e-11,True
Complex_37,5,0.9345,0.6,296,YGL105W,4,1.71e-07,True,4,0.003388,True,0,0.064145,False,8,1.71e-07,True
Complex_37,5,0.9345,0.6,370,YGR264C,4,1.71e-07,True,4,0.003388,True,0,0.064145,False,8,1.71e-07,True
Complex_37,5,0.9345,0.6,317,YGL245W,4,1.71e-07,True,4,0.003388,True,0,0.064145,False,8,1.71e-07,True
Complex_37,5,0.9345,0.6,866,YPR010C,4,1.71e-07,True,4,0.003388,True,0,0.064145,False,8,1.71e-07,True
Complex_37,5,0.9345,0.6,240,YER086W,4,1.71e-07,True,4,0.003388,True,0,0.064145,False,8,1.71e-07,True
Complex_38,12,0.9337,0.0278,312,YGL195W,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,784,YOR136W,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,428,YIL094C,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,498,YKL029C,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,36,YBR025C,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,555,YLR180W,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,124,YDL143W,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,859,YPL235W,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,269,YFR009W,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,680,YNL037C,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,243,YER110C,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_38,12,0.9337,0.0278,265,YFL045C,5,0.002605,True,0,0.058528,False,13,4.12e-04,True,18,4.12e-04,True
Complex_39,61,0.9317,0.1967,90,YCR072C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,740,YNR053C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,837,YPL093W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,545,YLR074C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,584,YLR325C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,246,YER126C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,676,YNL002C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,228,YER006W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,867,YPR016C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,495,YKL009W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,683,YNL061W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,533,YLL008W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,539,YLR002C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,854,YPL211W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,547,YLR106C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,416,YHR197W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,366,YGR245C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,706,YNL182C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,297,YGL111W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,150,YDR101C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,808,YOR272W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,338,YGR103W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,258,YFL002C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,670,YMR290C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,755,YOL077C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,393,YHR085W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,642,YMR049C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,388,YHR052W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,529,YKR081C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,796,YOR206W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,215,YDR496C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,861,YPL249C-A,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,611,YLR449W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,142,YDR060W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,694,YNL110C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,289,YGL076C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,538,YLL045C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,267,YFR001W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,31,YBL087C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,100,YDL031W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,574,YLR276C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,829,YPL043W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,512,YKL172W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,775,YOR063W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,77,YCL054W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,395,YHR088W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,627,YML073C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,536,YLL034C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,882,YPR102C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,334,YGR085C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,295,YGL103W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,843,YPL131W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,282,YGL030W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,211,YDR471W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,761,YOL127W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,113,YDL082W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,540,YLR029C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,306,YGL147C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,383,YHR010W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,851,YPL198W,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_39,61,0.9317,0.1967,667,YMR242C,24,1.15e-53,True,48,1.39e-44,True,12,1.40e-14,True,84,1.15e-53,True
Complex_40,28,0.9295,0.6857,169,YDR235W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,321,YGR013W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,422,YIL061C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,394,YHR086W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,172,YDR240C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,328,YGR074W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,551,YLR147C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,458,YJL124C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,336,YGR091W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,22,YBL026W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,666,YMR240C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,877,YPR057W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,117,YDL098C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,244,YER112W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,855,YPL213W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,537,YLL036C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,103,YDL043C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,813,YOR308C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,39,YBR055C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,91,YCR077C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,790,YOR159C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,408,YHR165C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,195,YDR378C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,848,YPL178W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,879,YPR082C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,470,YJL203W,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,257,YER172C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_40,28,0.9295,0.6857,30,YBL074C,33,5.80e-50,True,25,2.71e-39,True,3,2.18e-08,True,61,5.80e-50,True
Complex_41,32,0.9293,0.73,22,YBL026W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,39,YBR055C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,408,YHR165C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,249,YER146W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,91,YCR077C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,458,YJL124C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,195,YDR378C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,244,YER112W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,551,YLR147C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,336,YGR091W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,881,YPR101W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,321,YGR013W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,422,YIL061C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,172,YDR240C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,328,YGR074W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,666,YMR240C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,606,YLR438C-A,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,537,YLL036C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,117,YDL098C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,855,YPL213W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,201,YDR416W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,813,YOR308C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,103,YDL043C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,790,YOR159C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,41,YBR065C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,372,YGR278W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,879,YPR082C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,470,YJL203W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,601,YLR424W,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,257,YER172C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,30,YBL074C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_41,32,0.9293,0.73,300,YGL120C,41,1.63e-49,True,25,1.86e-45,True,4,1.15e-07,True,70,1.63e-49,True
Complex_42,13,0.929,0.547,169,YDR235W,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,321,YGR013W,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,422,YIL061C,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,394,YHR086W,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,172,YDR240C,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,848,YPL178W,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,551,YLR147C,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,877,YPR057W,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,328,YGR074W,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,39,YBR055C,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,408,YHR165C,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,590,YLR347C,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_42,13,0.929,0.547,257,YER172C,21,4.50e-19,True,23,6.08e-16,True,4,0.005688,True,48,4.50e-19,True
Complex_43,29,0.9275,0.5193,167,YDR224C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,781,YOR116C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,812,YOR304W,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,54,YBR154C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,798,YOR210W,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,897,YPR187W,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,884,YPR110C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,800,YOR224C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,702,YNL151C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,899,YPR190C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,304,YGL133W,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,153,YDR121W,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,508,YKL144C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,520,YKR025W,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,141,YDR045C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,797,YOR207C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,127,YDL150W,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,445,YJL011C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
Complex_43,29,0.9275,0.5193,135,YDR005C,24,3.30e-33,True,43,4.79e-32,True,20,5.99e-25,True,87,3.30e-33,True
