Complex_ID,Complex_Size,Complex_Score,Complex_Overlap_Score,Protein_ID,Protein_Name,CC_Enriched_Terms,CC_Min_Pvalue,CC_Significant,BP_Enriched_Terms,BP_Min_Pvalue,BP_Significant,MF_Enriched_Terms,MF_Min_Pvalue,MF_Significant,Total_Enriched_Terms,Overall_Min_Pvalue,Overall_Significant
Complex_80,72,0.9017,0.1386,620,YML056C,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,395,YHR088W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,295,YGL103W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,536,YLL034C,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,577,YLR287C-A,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,7,YAL035W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,282,YGL030W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,136,YDR012W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,59,YBR191W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,211,YDR471W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,113,YDL082W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,111,YDL075W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,14,YAR073W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,279,YGL014W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,652,YMR142C,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,761,YOL127W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,378,YHL015W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,728,YNL301C,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,275,YFR032C-A,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,340,YGR118W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,760,YOL120C,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,811,YOR294W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,750,YOL040C,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,705,YNL178W,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_80,72,0.9017,0.1386,306,YGL147C,26,1.75e-51,True,46,9.97e-36,True,11,4.40e-22,True,83,1.75e-51,True
Complex_81,4,0.9016,0.3333,0,YAL003W,0,0.546243,False,3,0.016073,True,0,0.178194,False,3,0.016073,True
Complex_81,4,0.9016,0.3333,374,YGR285C,0,0.546243,False,3,0.016073,True,0,0.178194,False,3,0.016073,True
Complex_81,4,0.9016,0.3333,391,YHR064C,0,0.546243,False,3,0.016073,True,0,0.178194,False,3,0.016073,True
Complex_81,4,0.9016,0.3333,898,YPR189W,0,0.546243,False,3,0.016073,True,0,0.178194,False,3,0.016073,True
Complex_82,17,0.9016,0.4183,221,YEL018W,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,869,YPR023C,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,398,YHR099W,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,862,YPL254W,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,367,YGR252W,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,664,YMR236W,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,298,YGL112C,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,644,YMR075W,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,733,YNL330C,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,426,YIL084C,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,743,YOL004W,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,155,YDR145W,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,699,YNL136W,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,397,YHR090C,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,206,YDR448W,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,43,YBR081C,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_82,17,0.9016,0.4183,319,YGR002C,26,1.70e-23,True,74,7.62e-20,True,14,4.09e-08,True,114,1.70e-23,True
Complex_83,28,0.9015,0.3214,673,YMR309C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,98,YDL014W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,7,YAL035W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,232,YER025W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,874,YPR041W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,42,YBR079C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,820,YOR361C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,653,YMR146C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,204,YDR429C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,683,YNL061W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,533,YLL008W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,670,YMR290C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,148,YDR091C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,558,YLR192C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,538,YLL045C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,289,YGL076C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,775,YOR063W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,334,YGR085C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,755,YOL077C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,113,YDL082W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,215,YDR496C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,796,YOR206W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,546,YLR075W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,282,YGL030W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,51,YBR142W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,142,YDR060W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,705,YNL178W,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_83,28,0.9015,0.3214,540,YLR029C,24,1.16e-22,True,32,5.67e-16,True,8,2.18e-13,True,64,1.16e-22,True
Complex_84,80,0.9015,0.2267,545,YLR074C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,740,YNR053C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,837,YPL093W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,584,YLR325C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,761,YOL127W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,676,YNL002C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,228,YER006W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,867,YPR016C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,495,YKL009W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,683,YNL061W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,533,YLL008W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,539,YLR002C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,854,YPL211W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,547,YLR106C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,416,YHR197W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,366,YGR245C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,706,YNL182C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,297,YGL111W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,150,YDR101C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,246,YER126C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,808,YOR272W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,338,YGR103W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,258,YFL002C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,670,YMR290C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,755,YOL077C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,388,YHR052W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,393,YHR085W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,642,YMR049C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,529,YKR081C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,796,YOR206W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,215,YDR496C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,90,YCR072C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,861,YPL249C-A,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,611,YLR449W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,694,YNL110C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,142,YDR060W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,289,YGL076C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,267,YFR001W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,31,YBL087C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,538,YLL045C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,100,YDL031W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,574,YLR276C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,829,YPL043W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,512,YKL172W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,77,YCL054W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,775,YOR063W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,751,YOL041C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,597,YLR406C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,536,YLL034C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,546,YLR075W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,395,YHR088W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,627,YML073C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,882,YPR102C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,334,YGR085C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,577,YLR287C-A,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,279,YGL014W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,59,YBR191W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,295,YGL103W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,136,YDR012W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,340,YGR118W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,275,YFR032C-A,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,652,YMR142C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,113,YDL082W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,111,YDL075W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,282,YGL030W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,211,YDR471W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,760,YOL120C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,728,YNL301C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,540,YLR029C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,750,YOL040C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,306,YGL147C,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,587,YLR340W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,23,YBL027W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,878,YPR067W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,658,YMR194W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,705,YNL178W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,843,YPL131W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,749,YOL039W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,695,YNL112W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_84,80,0.9015,0.2267,37,YBR031W,27,4.62e-57,True,51,1.24e-42,True,13,4.49e-29,True,91,4.62e-57,True
Complex_85,66,0.9015,0.2241,878,YPR067W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,761,YOL127W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,691,YNL096C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,111,YDL075W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,676,YNL002C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,228,YER006W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,533,YLL008W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,740,YNR053C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,683,YNL061W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,867,YPR016C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,837,YPL093W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,539,YLR002C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,854,YPL211W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,416,YHR197W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,150,YDR101C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,297,YGL111W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,338,YGR103W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,258,YFL002C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,642,YMR049C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,755,YOL077C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,670,YMR290C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,388,YHR052W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,529,YKR081C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,796,YOR206W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,861,YPL249C-A,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,215,YDR496C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,584,YLR325C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,611,YLR449W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,694,YNL110C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,289,YGL076C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,100,YDL031W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,574,YLR276C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,538,YLL045C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,829,YPL043W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,512,YKL172W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,545,YLR074C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,395,YHR088W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,751,YOL041C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,775,YOR063W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,597,YLR406C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,546,YLR075W,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,627,YML073C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
Complex_85,66,0.9015,0.2241,334,YGR085C,25,5.89e-54,True,48,9.05e-38,True,9,5.11e-33,True,82,5.89e-54,True
