T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12
YKR023W	1	1	0	0	1	1	1	1	0	1	1	1
YEL056W	1	0	1	1	0	0	1	0	1	1	1	1
YBR055C	0	0	1	1	1	1	1	1	1	1	1	1
YHR216W	1	0	0	0	0	0	1	1	1	1	1	1
YOR352W	1	1	1	1	1	1	1	0	0	1	1	0
YGR271W	1	1	1	1	1	1	0	0	0	1	1	1
YMR314W	0	1	1	1	1	1	1	1	0	0	0	0
YDR336W	0	1	1	1	1	1	0	1	0	0	0	0
YPR048W	0	0	1	0	1	1	1	1	1	1	1	1
YER027C	1	1	1	1	0	0	1	1	1	1	1	1
YMR066W	1	1	1	1	1	0	0	0	0	1	1	1
YMR317W	1	1	1	1	0	0	1	0	1	0	1	1
YDR026C	1	0	0	1	0	0	1	1	1	1	1	1
YGR126W	1	1	1	1	1	1	1	1	0	0	0	0
YPL203W	1	1	1	1	1	1	1	0	0	0	0	0
YML091C	1	1	0	1	0	0	0	0	1	1	1	1
YCL059C	1	0	0	1	1	1	1	1	1	1	1	1
YPR188C	0	1	1	1	1	1	0	1	1	1	0	1
YFR034C	1	0	1	0	0	0	1	1	1	1	1	1
YIL098C	1	1	0	0	0	0	0	0	1	1	1	1
YLR399C	1	1	1	1	1	1	1	0	0	0	0	0
YPR014C	1	1	1	1	1	0	1	0	1	0	0	1
YJR069C	1	0	0	0	0	0	0	1	1	1	1	1
YLR027C	1	0	1	0	1	0	1	0	1	1	1	1
YGL063W	1	1	0	0	0	0	0	1	1	1	1	1
YCL068C	1	1	1	1	1	1	1	0	1	1	0	0
YGR196C	1	1	1	1	1	1	1	0	0	1	1	0
YBL062W	1	0	0	0	1	0	0	1	1	1	1	1
YCL047C	1	1	0	0	1	1	1	1	1	1	1	1
YLR221C	1	0	0	1	1	1	1	1	1	1	1	1
YHR079C	1	1	0	1	1	1	1	1	0	0	1	0
YJL109C	1	0	0	0	1	1	1	1	1	1	1	1
YEL014C	1	1	1	1	1	0	0	1	1	1	0	1
YIR039C	1	1	1	1	1	1	1	0	0	0	1	1
YER017C	1	1	1	1	1	0	1	0	1	1	1	1
YBR117C	0	1	1	1	1	1	1	1	0	0	0	0
YNL104C	1	1	1	1	1	1	1	1	0	0	0	0
YLR194C	0	1	1	1	1	1	1	0	1	0	0	0
YDL077C	1	1	1	0	0	0	0	0	0	1	1	1
YNL087W	1	1	0	0	0	0	0	1	1	1	1	1
YKL056C	1	0	0	0	1	1	1	1	1	1	1	1
YKL193C	1	1	1	1	1	1	1	0	0	0	0	0
YBR011C	1	1	1	1	0	1	1	0	1	1	0	1
YNL269W	0	1	1	1	1	1	1	1	1	0	1	0
YDR142C	1	1	1	1	1	1	1	1	1	1	0	0
YKR086W	1	0	0	1	1	1	1	0	1	1	0	1
YOL138C	0	1	1	1	1	1	1	0	1	0	1	1
YGR258C	1	1	1	1	1	1	1	1	0	0	0	0
YGR113W	1	1	0	1	0	0	1	0	0	1	1	1
YDR148C	1	1	1	1	0	0	0	0	0	1	1	1
YFL002C	1	0	0	0	0	0	1	1	1	1	1	1
YJR103W	1	1	1	1	1	1	1	0	1	0	0	0
YDL014W	0	0	0	0	0	1	1	1	1	1	1	1
YOR157C	0	1	1	1	1	1	1	0	0	1	1	0
YFL024C	0	1	1	1	1	1	1	0	0	0	0	0
YDL239C	1	1	1	1	1	1	1	0	0	0	0	0
YJR043C	0	1	1	1	0	0	1	1	1	1	1	1
YDR174W	1	1	1	0	0	0	0	1	1	1	1	1
YML104C	1	1	1	1	1	1	0	0	0	1	1	1
YKL093W	1	1	1	1	1	1	1	1	0	0	0	0
YBL076C	0	0	1	0	0	1	1	1	1	1	1	1
YKR049C	1	1	1	1	1	1	1	1	0	0	0	0
YDR184C	0	1	1	1	1	1	1	1	1	1	1	1
YKL151C	1	1	1	1	1	1	1	1	0	0	0	0
YOL077C	0	0	0	1	1	1	1	1	1	1	1	1
YAL051W	1	0	1	1	1	1	1	1	1	0	0	0
YER153C	0	1	1	1	1	1	1	1	1	1	0	0
YKL188C	1	1	1	1	1	1	1	1	0	0	0	0
YLR342W	1	0	0	0	0	0	0	1	1	1	1	1
YGR083C	0	0	0	0	1	1	1	1	1	1	1	1
YPL233W	1	0	1	0	0	0	1	1	1	1	1	1
YAL010C	1	0	1	1	1	1	1	1	0	1	0	1
YOR083W	0	1	1	1	1	1	1	0	0	0	1	0
YML032C	0	1	1	1	1	0	1	1	1	1	1	0
YPR041W	0	0	0	0	0	0	0	1	1	1	1	1
YAL013W	1	1	1	0	1	1	1	1	1	0	0	0
YER049W	1	0	0	1	0	1	1	1	1	1	1	1
YLR335W	1	0	1	0	0	0	0	1	1	1	1	1
YDR218C	0	1	1	1	1	1	1	1	0	0	0	0
YDL235C	1	0	1	0	1	0	0	1	1	1	1	1
YJL067W	1	1	1	1	1	0	1	0	1	1	0	0
YFL021W	0	1	1	1	1	1	1	1	1	0	0	1
YMR229C	1	0	1	0	1	1	1	1	1	1	1	1
YPR127W	0	1	1	1	1	1	1	1	0	0	0	0
YGR255C	1	1	1	1	1	1	1	1	0	0	1	0
YJL202C	1	0	1	1	1	1	1	1	0	1	0	0
YPR180W	0	1	1	1	1	1	1	1	0	0	1	0
YPL222W	1	1	1	1	1	1	1	1	0	0	0	0
YGL197W	1	1	1	1	1	1	1	0	0	1	0	0
YBR269C	1	1	1	1	1	1	1	0	0	0	0	0
YLR177W	1	1	1	1	1	1	1	0	1	1	1	1
YCR026C	1	1	1	0	1	0	1	1	0	1	1	1
YDR200C	1	1	1	1	0	1	0	0	1	1	0	1
YCR072C	0	1	1	1	1	1	1	1	1	1	1	1
YER063W	1	1	1	1	0	0	0	0	1	1	1	1
YGR180C	1	1	1	1	1	1	1	1	0	0	0	0
YDR043C	1	1	1	1	1	1	1	1	1	0	0	0
YAL034C	0	1	1	1	1	1	1	1	1	0	0	0
YHR012W	1	0	0	0	1	0	1	1	0	1	1	1
YDR422C	0	1	1	1	1	1	0	1	1	0	1	1
YOL025W	1	1	1	1	1	1	1	1	0	0	0	0
YMR049C	1	0	1	1	1	1	1	1	1	1	1	1
YMR024W	1	1	0	0	0	0	0	0	1	1	1	1
YMR161W	0	1	1	1	1	1	1	1	1	0	0	0
YEL048C	0	0	1	1	1	1	1	1	1	0	1	0
YDL040C	1	1	0	0	0	0	0	1	1	1	1	1
YML125C	0	0	1	1	1	1	1	1	1	1	1	1
YNR031C	1	1	1	1	1	1	0	1	0	1	1	1
YBR221C	1	1	1	1	1	1	1	0	0	1	1	1
YJR093C	0	1	0	1	1	1	1	1	1	1	0	0
YOL108C	0	0	1	1	1	1	0	0	1	1	1	1
YOR381W	0	0	1	1	1	1	0	0	1	1	1	1
YNL151C	0	0	0	0	0	0	1	1	1	1	1	1
YGL232W	1	1	0	0	0	1	0	1	1	1	1	1
YDR502C	1	0	1	1	0	0	0	1	1	1	1	1
YGR204W	1	0	0	0	0	0	0	1	1	1	1	1
YCL057W	1	1	1	1	1	1	1	0	0	1	0	1
YKL110C	1	1	1	0	1	0	1	1	1	0	1	1
YMR315W	1	1	1	1	1	1	1	0	0	0	0	0
YNL127W	1	1	1	1	1	1	1	0	1	1	0	0
YLR107W	1	0	1	1	1	1	1	1	1	1	1	1
YML100W	1	1	1	1	1	1	1	0	0	0	0	0
YIL142W	1	1	1	0	1	0	1	1	1	1	1	0
YOR060C	0	0	0	1	0	1	1	1	1	1	1	1
YGR191W	1	0	0	0	0	0	1	1	1	1	1	1
YOR269W	0	1	1	1	1	1	1	1	1	1	1	1
YML078W	1	1	1	0	0	0	0	0	1	1	1	1
YBR218C	0	0	1	1	1	1	1	1	1	1	0	1
YML064C	1	1	1	1	1	0	1	1	0	0	0	1
YBL024W	0	0	1	0	1	1	1	1	1	1	1	1
YJR070C	1	0	0	1	1	1	1	1	1	1	1	1
YJL128C	1	0	1	0	0	1	1	1	1	1	1	0
YOR253W	0	1	1	1	1	1	0	1	1	1	1	1
YLR133W	1	1	1	1	0	0	0	0	0	1	1	1
YBR238C	1	1	1	1	1	1	1	1	1	1	1	1
YOR003W	1	1	1	1	1	1	1	1	0	0	0	0
YML070W	1	1	1	1	1	1	1	0	0	1	0	0
YJR154W	1	0	0	0	0	1	1	1	1	1	1	1
YLR438W	1	1	1	1	1	1	1	1	0	0	0	0
YDR055W	0	1	1	1	1	1	1	1	0	0	0	0
YER156C	1	0	0	0	0	0	1	1	1	1	1	1
YDL195W	1	1	1	1	0	0	1	0	1	1	1	1
YDR279W	1	0	1	0	0	1	0	1	1	1	1	1
YKL016C	1	1	1	1	0	0	0	0	0	0	1	1
YGR056W	0	1	1	1	1	1	1	1	1	0	1	1
YOL114C	1	1	1	1	1	1	1	0	1	0	1	1
YDR272W	1	1	1	1	1	1	0	1	0	1	0	0
YDL121C	1	0	1	1	1	1	1	1	1	1	1	1
YHR087W	0	1	1	1	1	1	1	1	0	0	0	0
YAL020C	1	0	1	0	1	1	1	1	1	1	0	1
YLL063C	1	1	0	1	1	1	1	0	1	1	0	0
YGL061C	1	1	0	0	0	0	1	1	1	1	1	1
YML047C	1	1	1	1	1	1	1	1	0	0	0	0
YLR024C	1	0	0	0	1	1	1	1	0	1	1	1
YDR312W	1	0	0	0	0	1	0	1	1	1	1	1
YDR132C	1	1	1	1	1	1	0	1	1	1	0	1
YNL088W	1	1	0	0	0	0	0	1	0	1	1	1
YFR037C	1	1	1	0	0	0	1	1	1	1	1	1
YPL153C	1	1	0	0	0	1	1	0	1	1	1	1
YOR052C	1	1	1	1	1	1	1	1	1	0	0	0
YGL067W	1	1	0	0	0	0	0	1	1	1	1	1
YDL002C	1	1	1	1	1	0	0	1	1	1	1	1
YMR219W	1	1	1	1	1	1	1	1	0	0	0	0
YDR362C	1	0	0	1	0	0	0	0	1	1	1	1
YGL220W	1	1	1	0	1	0	0	1	1	1	1	0
YBL061C	1	0	0	0	0	0	0	1	1	1	1	1
YBR093C	1	1	1	1	1	1	1	1	0	0	1	0
YBR041W	1	1	1	1	0	0	0	0	1	1	1	1
YDR419W	0	1	1	0	1	1	1	0	1	1	0	1
YNL099C	1	0	1	0	0	0	1	1	1	1	1	1
YEL017W	1	1	1	1	1	1	1	0	0	0	1	1
YIL153W	1	1	1	1	1	1	1	0	0	0	1	0
YJR130C	1	1	1	1	1	1	1	1	0	0	0	1
YCR008W	1	0	0	0	0	0	1	1	1	1	1	1
YML041C	0	1	1	0	1	1	1	1	1	1	0	1
YDL006W	1	1	1	1	1	0	0	0	1	1	1	1
YPL049C	1	1	1	1	1	0	1	1	1	0	0	0
YLR167W	1	0	1	0	1	1	0	1	1	1	1	1
YMR076C	1	1	1	1	0	0	0	0	1	1	1	1
YMR288W	0	0	1	1	1	1	0	1	1	0	1	1
YDR324C	0	0	1	1	1	1	1	1	1	1	1	1
YEL013W	1	1	1	1	1	1	1	0	0	1	0	0
YHR187W	1	1	1	0	1	0	1	1	1	0	0	0
YBR222C	0	0	1	1	1	1	1	1	0	0	0	0
YKL159C	1	0	0	0	0	0	1	1	1	1	1	1
YLL052C	1	0	0	0	0	1	1	1	1	1	1	1
YLL048C	1	0	1	1	1	1	1	1	1	0	0	0
YLR287C	0	0	1	1	1	1	1	1	1	1	1	1
YNL117W	1	1	1	1	1	1	1	0	0	0	1	1
YPL168W	0	1	0	1	1	1	0	0	1	1	1	1
YPL108W	0	0	1	1	1	1	1	1	1	0	0	1
YMR310C	0	0	0	0	1	1	1	1	1	1	1	1
YPL011C	0	1	1	1	1	1	1	1	1	0	0	0
YLR117C	1	1	1	1	1	1	1	1	0	0	0	1
YER090W	1	0	0	1	1	1	1	1	1	0	1	0
YPL122C	0	0	1	0	1	1	0	1	1	1	1	1
YDR400W	1	0	0	0	0	0	0	1	1	1	1	1
YLR011W	1	1	1	1	1	1	1	0	0	0	1	1
YOR276W	0	0	1	0	1	0	1	1	1	1	1	1
YMR104C	1	1	1	1	1	1	1	0	0	0	0	0
YLR032W	1	1	0	1	0	1	0	1	1	1	1	1
YPL037C	1	0	1	1	1	0	1	1	1	0	0	0
YNL225C	1	1	1	1	0	0	1	1	1	1	1	1
YIL105C	1	1	1	1	1	1	1	0	0	0	0	0
YBR231C	1	1	1	1	1	1	1	1	1	0	0	0
YBL032W	1	1	1	1	0	0	0	0	0	1	1	1
YGL027C	1	1	0	0	1	0	0	0	1	1	1	1
YGR187C	0	0	1	1	1	1	1	1	1	1	1	1
YDR073W	1	1	1	1	1	1	1	0	1	0	0	0
YBR146W	1	1	0	0	0	0	0	0	1	1	1	1
YBR253W	0	1	1	1	1	1	0	0	1	1	1	1
YPL075W	1	0	0	1	1	1	1	0	0	1	1	1
YMR207C	1	1	1	1	1	1	1	1	0	0	1	1
YMR240C	0	1	1	0	0	0	1	1	1	1	1	1
YDR201W	1	1	1	0	0	0	0	0	1	1	1	1
YJL056C	1	1	1	1	1	1	1	1	1	0	1	0
YNL253W	1	1	0	1	0	1	1	0	0	1	0	1
YDR379W	1	1	1	1	1	1	0	0	1	1	0	0
YML017W	1	1	1	1	0	0	1	0	0	0	1	1
YMR139W	1	1	1	1	1	1	1	0	0	1	1	0
YPR054W	1	1	1	1	1	0	1	0	1	1	0	1
YDL074C	0	1	1	0	1	0	0	0	1	1	1	1
YER133W	1	1	1	1	1	1	0	1	1	1	0	0
YNL059C	1	1	0	0	1	0	1	1	0	1	1	1
YNL238W	0	1	0	1	1	1	0	1	1	1	1	1
YHR050W	1	1	1	0	0	0	1	0	1	1	1	1
YPR003C	1	1	1	1	1	1	0	0	0	1	1	1
YGR240C	1	0	0	0	1	1	1	1	1	1	1	1
YDL223C	0	1	1	1	1	1	1	1	0	0	0	0
YPL061W	1	1	1	1	1	1	1	0	1	0	0	0
YMR213W	0	1	1	1	1	1	1	1	1	0	0	0
YBR273C	1	1	1	1	1	1	1	0	1	0	0	0
YDR330W	1	1	1	1	1	1	1	0	0	0	0	0
YPL119C	1	1	1	1	1	1	1	1	0	0	0	0
YMR258C	0	1	1	1	1	1	1	0	1	0	0	0
YOR184W	1	0	0	1	1	1	0	1	1	1	1	1
YCR060W	1	0	0	0	1	1	1	1	1	1	1	1
YMR101C	1	1	1	1	1	1	1	1	1	0	0	0
YFL041W	1	1	1	0	0	0	0	0	1	1	1	1
YHR111W	1	1	0	1	1	1	1	1	0	1	1	0
YGL092W	1	1	0	0	0	0	0	1	1	1	1	1
YMR010W	1	1	1	0	0	0	0	1	1	1	1	1
YFR007W	1	1	1	0	0	0	0	0	1	1	1	1
YOR128C	1	0	1	1	1	1	1	1	1	1	1	1
YBR187W	0	0	0	0	0	1	1	1	1	1	1	1
YLR309C	1	1	0	0	1	0	0	1	1	1	1	1
YHR061C	1	1	1	1	0	0	0	0	0	1	1	1
YKL040C	1	1	1	1	1	1	1	1	0	0	0	0
YKL077W	1	0	1	1	0	0	1	1	1	1	1	1
YLR218C	1	1	1	1	1	0	0	0	0	1	1	1
YJL087C	0	0	1	1	1	1	0	1	1	1	1	1
YCR093W	1	1	1	1	1	1	1	0	0	0	0	0
YNL154C	1	1	1	0	0	0	1	1	1	1	1	1
YJR053W	1	1	0	1	1	1	1	1	1	1	0	0
YNL312W	1	1	1	0	1	0	1	0	1	1	1	1
YDR117C	1	0	1	0	0	1	0	1	1	1	1	1
YDR470C	1	1	1	1	1	1	0	0	0	1	1	1
YGR195W	1	0	0	0	0	0	1	1	1	1	1	1
YDR137W	1	1	1	1	1	0	0	0	1	1	0	1
YGR275W	1	1	1	1	1	1	1	1	0	1	1	0
YNR001C	1	1	1	1	1	0	0	0	0	1	1	1
YOL092W	0	0	0	1	1	1	1	1	1	1	1	1
YDR246W	1	1	1	1	1	1	1	1	0	0	0	0
YNR067C	0	1	1	1	1	1	1	1	0	0	0	0
YGL004C	1	1	1	0	1	1	1	0	0	1	1	0
YGL151W	1	1	0	1	1	1	1	0	0	1	1	1
YMR307W	1	1	1	0	0	0	0	1	1	1	1	1
YJL206C	1	1	1	1	1	1	1	0	0	0	0	0
YOR141C	1	1	1	1	1	1	1	1	0	0	0	0
YDR089W	1	1	0	0	0	0	0	1	1	1	1	1
YIL067C	1	0	0	1	1	1	1	1	1	1	1	0
YER157W	1	0	0	0	0	0	1	1	1	1	1	1
YDR322C-A	1	1	1	0	0	0	0	0	1	1	1	1
YKL015W	0	1	1	1	1	1	1	1	0	0	0	0
YHR208W	1	0	0	0	0	0	1	1	1	1	1	1
YML035C	1	0	0	1	1	1	0	1	1	1	1	1
YLR343W	1	1	0	0	1	0	1	1	1	1	1	1
YLR233C	1	1	1	1	1	0	1	0	0	1	1	0
YDL194W	1	1	1	1	1	1	1	0	0	0	0	1
YDL182W	1	0	0	0	0	1	1	1	1	1	1	1
YPL145C	1	0	1	0	0	0	1	1	1	1	1	1
YGR025W	1	1	1	1	0	1	1	0	1	1	1	1
YGR014W	1	1	0	0	0	0	0	0	1	1	1	1
YIL014W	1	0	0	1	1	1	1	1	1	1	1	0
YDL125C	1	1	1	1	1	1	1	0	0	0	0	0
YKR037C	1	1	1	0	1	0	0	0	0	1	1	1
YJL036W	1	1	1	1	1	1	1	0	0	0	0	0
YLR356W	1	1	1	1	1	1	1	1	0	0	0	0
YPL033C	0	1	1	1	1	1	1	1	0	0	0	0
YGR274C	1	1	0	0	0	0	1	1	1	1	1	1
YBR291C	1	0	0	0	0	0	1	1	1	1	1	1
YOR043W	0	0	1	1	1	1	1	1	1	1	1	0
YDR364C	0	0	1	1	1	1	1	1	1	1	0	0
YJL095W	1	0	1	0	0	0	0	1	1	1	1	1
YDR093W	1	1	0	0	0	0	0	1	1	1	1	1
YLR170C	1	1	1	1	1	0	1	0	0	0	1	1
YDR303C	0	1	1	0	0	1	1	1	1	1	1	1
YNL067W	0	0	0	0	0	1	1	1	1	1	1	1
YLR290C	1	1	1	1	1	1	1	1	0	0	0	0
YPL212C	0	1	1	1	1	1	1	1	1	0	1	0
YJR112W	1	0	1	1	1	1	1	1	0	0	1	1
YHR148W	0	0	0	0	1	1	1	1	1	1	1	1
YHR067W	1	1	1	1	1	1	0	0	0	1	1	1
YHR124W	1	1	0	0	1	0	0	1	1	1	1	1
YGR008C	1	1	1	1	1	1	1	0	0	0	0	0
YKR046C	1	1	1	1	1	1	1	1	0	0	0	0
YHR020W	0	0	0	0	0	1	1	1	1	1	1	1
YNL326C	0	1	1	0	1	1	1	1	1	1	1	1
YAL019W	1	0	0	0	0	1	1	1	1	1	1	1
YPR095C	1	1	0	1	1	1	1	0	1	1	0	1
YNL223W	1	1	1	1	1	1	1	0	0	0	0	0
YEL054C	1	0	0	1	1	1	1	1	1	1	1	1
YPR073C	1	1	1	1	0	0	0	1	1	1	1	1
YEL040W	1	0	1	0	0	0	0	1	1	1	1	1
YKR067W	1	1	1	1	1	1	1	0	0	0	0	0
YGR251W	0	0	0	1	1	1	1	1	1	1	1	1
YJR127C	1	1	1	1	1	1	1	1	0	0	0	1
YDR273W	0	1	1	1	1	1	0	1	0	0	1	1
YOL024W	1	1	1	1	1	1	1	0	0	0	1	0
YLR359W	1	0	0	0	0	0	0	1	1	1	1	1
YOR086C	1	1	1	1	1	1	1	1	0	0	0	0
YBL106C	1	1	1	1	1	1	1	0	0	0	0	1
YBR058C	0	1	1	1	1	1	1	1	1	1	0	1
YBR045C	0	1	1	1	1	1	1	0	0	0	0	0
YGR179C	1	1	0	0	0	0	0	0	1	1	1	1
YDR510W	1	1	1	1	0	0	0	0	1	1	1	1
YIL026C	1	1	1	0	1	0	0	0	1	1	1	1
YPL007C	1	1	1	1	1	0	1	0	0	1	1	1
YPR034W	1	1	1	1	1	0	0	1	1	1	0	0
YOL076W	1	0	0	1	0	0	0	1	1	1	1	1
YDR473C	0	0	1	1	1	1	1	1	1	1	0	1
YGR206W	1	1	1	1	1	1	1	0	0	0	0	0
YKL179C	1	1	1	1	1	1	0	1	0	0	1	1
YCL032W	1	1	1	1	1	1	1	0	1	1	0	0
YMR125W	0	1	1	1	1	0	1	1	0	0	1	1
YJL157C	1	1	1	0	0	0	1	0	1	1	1	1
YDR143C	0	1	1	1	0	1	0	1	1	1	1	1
YMR277W	0	1	1	0	0	0	0	1	1	1	1	1
YHR127W	1	0	0	0	1	0	1	1	1	1	1	1
YCR105W	1	0	1	1	0	1	1	1	0	1	1	0
YBR123C	1	1	1	1	0	0	0	0	0	1	1	1
YGR231C	1	1	1	1	0	1	1	0	0	1	1	1
YGL185C	1	0	0	1	1	1	1	1	1	1	0	0
YLR259C	1	1	1	1	1	0	0	0	1	1	1	1
YDL058W	1	0	1	1	0	1	0	0	1	1	1	1
YGR140W	1	1	0	0	0	0	1	1	0	1	1	1
YDR047W	1	0	1	1	0	0	0	1	1	1	1	1
YKL144C	1	0	0	1	0	1	0	1	1	1	1	1
YIL051C	1	1	1	1	0	1	1	0	1	1	1	0
YGR223C	1	1	1	1	1	1	1	0	0	0	1	0
YBL098W	1	1	1	1	1	0	0	0	1	1	1	1
YGR050C	1	1	1	1	1	1	1	0	0	0	0	1
YDR334W	1	1	1	1	1	1	1	0	1	1	0	0
YGR033C	1	1	1	1	1	1	1	1	0	0	0	0
YKL069W	1	0	1	1	1	1	1	1	0	0	1	1
YEL062W	0	0	0	1	1	1	1	1	1	0	1	1
YLL036C	1	0	1	1	1	0	0	1	1	1	1	1
YDL210W	1	1	1	1	1	1	1	1	1	1	1	0
YDL135C	1	1	1	1	1	0	0	0	0	1	1	1
YGL253W	1	0	0	0	0	0	0	1	1	1	1	1
YDR081C	0	0	1	1	1	1	1	1	1	1	0	0
YHR165C	1	1	0	0	1	1	1	0	1	1	1	1
YDR198C	0	1	1	1	1	1	1	1	1	0	0	1
YHR039C	1	0	0	1	0	0	0	1	1	1	1	1
YAL034W-A	1	1	1	0	1	0	0	0	1	1	1	1
YLR432W	1	0	0	0	0	1	1	1	1	1	1	1
YIL035C	1	1	1	0	0	0	0	1	1	1	1	1
YFR032C	1	0	1	1	1	1	1	1	1	1	1	0
YBR247C	0	0	1	1	1	1	1	1	1	1	1	1
YOR058C	1	1	1	1	1	0	0	0	0	0	0	1
YGL120C	1	0	1	1	1	1	1	1	1	1	1	1
YPR140W	1	1	1	0	0	0	0	1	1	1	1	1
YDL234C	1	1	1	1	1	1	1	0	0	0	0	0
YGR086C	1	1	1	1	1	1	1	1	0	0	0	0
YOR324C	1	1	1	1	1	1	1	0	0	0	0	0
YDR299W	0	0	1	1	1	1	1	1	1	1	1	1
YMR188C	1	1	0	0	0	0	0	0	1	1	1	1
YDL137W	1	1	1	1	1	1	0	0	0	1	1	1
YCR038C	1	1	1	1	1	1	1	0	1	0	0	0
YDR429C	1	0	0	0	0	0	1	1	1	1	1	1
YIL121W	1	1	0	0	0	0	0	0	1	1	1	1
YNL227C	0	0	1	1	1	1	1	1	1	1	1	1
YNL039W	0	1	0	1	1	1	0	1	1	1	1	0
YDR238C	1	1	1	0	0	0	0	1	1	1	1	1
YJR144W	1	1	1	0	0	0	0	1	1	1	1	1
YLR211C	1	1	1	1	1	1	1	1	0	0	0	0
YJL180C	1	1	1	0	0	0	0	0	1	1	1	1
YOR217W	0	0	0	1	1	0	0	1	1	1	1	1
YMR282C	1	1	0	1	1	0	0	0	1	1	1	1
YGR104C	1	1	1	1	1	1	1	1	0	0	1	0
YGL131C	1	0	1	1	0	1	1	1	1	1	1	1
YNL135C	1	1	1	1	1	0	0	0	1	1	1	1
YOR066W	0	1	1	1	1	1	1	1	1	1	0	0
YOR241W	0	0	1	0	1	0	1	1	1	1	1	1
YIR008C	1	1	0	0	0	0	1	1	1	1	1	1
YCR086W	1	0	1	0	0	0	1	1	1	1	1	1
YNL014W	0	1	1	1	1	1	1	1	0	0	0	0
YBL105C	1	0	1	1	0	0	1	1	1	1	0	1
YJR001W	1	1	1	1	1	0	1	0	1	0	1	1
YDL003W	1	1	0	0	0	0	0	0	1	1	1	1
YIL149C	1	1	1	1	1	0	1	1	0	0	1	1
YDR424C	1	1	1	1	1	1	0	0	0	1	0	0
YBR109C	0	1	1	1	1	1	1	0	1	0	0	0
YGL094C	1	0	0	0	1	1	1	1	0	1	1	1
YBR024W	1	1	1	1	1	1	1	0	0	1	0	1
YMR008C	1	1	0	1	1	1	1	0	1	0	0	0
YBR034C	1	1	1	1	1	1	1	1	1	1	1	1
YMR312W	1	0	0	1	0	1	1	1	1	1	1	1
YKL109W	1	1	1	0	0	0	0	0	1	1	1	1
YPR001W	1	1	1	1	1	1	1	0	0	0	0	0
YPL090C	1	0	1	0	0	1	1	1	1	1	1	1
YGL033W	1	1	1	1	0	1	1	0	0	1	1	0
YLR270W	1	1	1	1	1	1	1	0	0	0	0	0
YPR160W	1	1	1	1	1	1	1	0	0	1	0	0
YBR259W	0	0	1	1	1	1	1	1	0	1	1	1
YKL146W	1	1	1	1	1	1	1	0	1	0	0	1
YLR438C-A	1	1	0	0	0	0	0	1	1	1	1	1
YGR135W	1	1	1	1	0	1	0	0	0	1	1	0
YOR046C	0	0	1	0	1	0	1	1	1	1	1	0
YJR131W	1	0	0	1	1	1	1	1	1	1	1	1
YLR336C	0	0	0	1	1	1	1	1	1	0	1	1
YDL160C	1	1	1	1	1	1	1	1	1	0	0	0
YDL093W	1	1	1	1	0	0	0	0	1	1	1	1
YMR075W	0	0	0	1	1	1	0	1	1	1	1	1
YCL029C	1	0	1	1	0	0	1	1	1	1	1	0
YOR098C	0	0	1	1	1	1	1	1	1	0	1	0
YNL079C	1	1	1	1	1	0	0	0	0	1	1	1
YOR153W	1	0	0	0	0	1	1	1	1	1	1	1
YFR051C	1	1	1	0	0	0	0	0	1	1	1	1
YHR035W	1	1	1	1	1	1	1	0	0	1	1	1
YPR181C	1	1	1	1	1	1	0	1	0	1	1	1
YPL128C	1	0	1	0	0	0	0	1	1	1	1	1
YGR232W	1	1	1	1	1	1	1	0	0	1	1	1
YCR065W	1	1	1	0	0	0	0	0	1	1	1	1
YFR019W	1	1	1	1	1	1	1	0	0	1	1	1
YOR137C	1	1	1	1	1	1	1	0	0	0	1	1
YBR131W	0	0	1	1	1	1	1	1	1	0	0	0
YLR115W	1	1	1	1	1	1	1	1	0	1	1	1
YLR370C	1	1	1	1	1	1	0	0	0	0	1	1
YIL115C	1	1	0	1	1	1	1	1	0	1	1	1
YOR179C	1	0	1	0	1	1	1	1	1	1	1	1
YLR381W	1	1	1	0	1	0	0	0	1	1	1	1
YBR073W	1	1	1	0	0	0	0	0	1	1	1	1
YHR077C	1	1	0	0	1	0	0	1	1	1	1	1
YPR083W	1	0	1	1	1	1	1	0	1	0	1	1
YBR102C	1	1	1	1	1	1	1	1	0	0	0	1
YIL034C	1	1	1	1	1	1	1	1	0	0	1	0
YOL027C	1	1	1	1	0	0	1	1	1	0	1	1
YJR084W	0	1	1	1	1	0	1	1	1	0	0	1
YKL157W	1	1	1	1	1	1	1	0	0	1	1	1
YMR134W	1	1	0	1	0	1	0	1	1	1	1	1
YCR013C	1	1	1	1	1	1	1	0	0	1	1	1
YER148W	0	1	0	0	1	0	0	1	1	1	1	1
YGL016W	1	1	0	0	1	0	1	0	1	1	1	1
YDR266C	0	0	1	1	1	1	1	1	1	1	1	1
YIL068C	1	1	1	1	1	0	0	0	0	0	1	1
YMR031C	1	1	1	1	1	1	1	0	0	0	0	0
YOR162C	0	1	1	1	1	1	1	1	0	0	0	0
YLR084C	1	1	1	1	0	0	0	1	1	1	1	1
YJL082W	1	1	1	1	1	1	1	0	1	0	0	0
YLR384C	1	0	0	1	1	1	1	1	1	0	1	1
YPL023C	1	0	1	0	0	0	1	1	1	1	1	1
YNL252C	1	1	0	0	0	0	0	1	1	1	1	1
YDL073W	0	0	0	1	1	1	1	1	1	1	1	1
YDR464W	1	1	1	0	0	1	1	1	1	0	1	1
