T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12
YJL008C	1	1	0	1	1	1	1	1	0	0	0	0
YHR197W	1	0	0	0	1	1	1	1	1	1	1	1
YPR002W	1	1	1	1	1	1	0	0	0	0	1	1
YJL184W	1	0	0	1	1	1	1	1	1	1	1	1
YGR063C	1	1	1	0	0	0	0	1	1	1	1	1
YGL245W	0	1	0	0	1	1	1	1	1	1	1	1
YHR015W	0	1	1	1	1	1	1	1	1	0	0	0
YBR122C	1	1	1	0	0	0	0	0	1	1	1	1
YJR124C	0	0	0	0	0	0	1	1	1	1	1	1
YLR442C	1	1	1	1	1	0	1	1	0	1	1	1
YNL288W	0	1	1	1	0	0	1	1	1	1	0	0
YOR039W	0	1	1	1	1	1	1	1	1	1	1	0
YDR256C	1	1	1	1	1	1	1	1	0	0	0	0
YOR289W	1	1	1	1	1	1	1	0	0	1	0	0
YNL215W	0	1	1	1	1	0	1	0	1	1	0	0
YNL256W	0	0	1	1	1	0	1	1	1	1	1	1
YGL037C	1	1	1	1	1	1	1	0	0	0	0	0
YNL325C	1	1	1	1	1	1	0	0	0	1	0	1
YPL201C	1	1	1	1	1	1	1	0	0	0	0	0
YNL031C	1	1	1	1	1	0	0	0	0	1	1	1
YJL091C	1	1	1	1	1	0	0	0	1	1	1	1
YIL071C	1	1	1	1	1	1	1	0	0	1	1	0
YBR248C	0	0	1	1	1	1	1	1	1	1	1	1
YIL108W	1	1	1	1	1	0	0	0	1	1	1	0
YDR074W	1	1	1	1	1	1	1	0	0	0	0	0
YOR293W	1	0	0	0	0	1	1	1	1	1	1	1
YEL039C	0	1	1	1	1	1	1	0	1	0	0	0
YHR183W	1	1	0	0	0	0	1	1	1	1	1	1
YLR144C	1	0	1	0	0	0	1	1	1	1	1	1
YOL005C	1	1	1	1	0	1	0	0	1	1	1	1
YDR293C	1	1	1	1	1	1	1	0	0	0	0	0
YOL155C	1	1	1	1	1	1	1	1	0	0	0	0
YDL017W	1	0	1	0	0	0	0	0	1	1	1	1
YGL112C	0	0	1	1	1	1	1	1	1	1	1	0
YDL043C	0	0	1	1	1	1	1	1	1	1	1	0
YDR489W	0	1	0	0	0	0	0	1	1	1	1	1
YLR312C	1	1	1	1	1	1	1	1	0	0	0	0
YPL043W	0	0	1	1	1	1	1	1	1	1	1	1
YJR113C	1	1	1	0	0	0	0	0	1	1	1	1
YGR222W	1	1	1	1	0	1	1	0	0	1	1	1
YPL136W	1	1	1	1	1	1	1	0	1	0	0	0
YOR022C	0	1	0	1	1	1	1	0	1	1	1	0
YOR347C	1	1	1	1	1	1	1	0	0	1	0	0
YJR104C	1	1	1	1	1	1	1	0	1	0	0	0
YKR042W	1	1	1	1	0	0	0	1	1	0	0	1
YBR241C	0	1	1	1	1	1	1	1	0	0	0	0
YLR109W	1	1	1	1	1	1	1	1	0	0	0	0
YLR096W	0	0	0	1	1	1	1	1	1	0	0	0
YLR048W	1	0	1	0	0	1	1	1	1	1	1	1
YMR257C	1	1	1	0	0	0	0	0	1	1	1	1
YDL190C	0	1	1	1	1	1	0	0	1	1	0	1
YBR084W	1	0	0	0	1	1	1	1	1	1	1	1
YBR173C	1	1	1	1	1	1	0	0	1	1	0	1
YCL008C	1	1	1	1	1	1	1	1	0	0	0	0
YER132C	1	0	0	0	1	1	1	1	1	1	1	1
YBR119W	0	1	1	1	1	1	1	1	1	0	0	0
YLR253W	1	1	0	0	0	0	0	1	1	1	1	1
YJR002W	0	0	0	1	1	1	1	1	1	0	1	1
YOR355W	0	1	1	1	1	1	1	1	1	0	0	0
YIL095W	1	1	0	1	1	1	1	0	1	1	1	1
YGL171W	1	0	0	0	0	1	1	1	1	1	1	1
YHL029C	1	0	0	0	1	1	1	1	1	1	1	0
YKR025W	1	1	1	1	1	1	1	1	1	1	1	1
YDR358W	1	1	1	1	1	1	1	0	0	0	0	0
YKL176C	1	1	0	1	1	1	0	1	1	0	0	1
YLR337C	1	1	1	1	1	1	1	0	1	0	0	0
YPL120W	1	1	1	1	1	1	1	0	1	0	0	0
YBL093C	1	1	1	1	1	1	1	1	1	1	0	0
YLR347C	0	0	1	1	1	1	1	1	1	1	1	0
YGR171C	1	1	1	0	0	1	0	0	0	1	1	1
YCR003W	1	1	0	0	0	0	0	0	1	1	1	1
YGL093W	1	1	1	1	1	1	0	0	0	1	1	1
YLR357W	1	0	1	1	0	0	0	1	1	1	1	1
YPL173W	1	1	1	0	0	0	0	0	1	1	1	1
YML107C	0	0	0	0	1	1	1	1	0	1	1	1
YDR252W	1	1	1	1	1	1	1	1	0	0	1	1
YBL091C	1	1	1	0	1	0	1	1	1	1	1	0
YMR019W	1	0	1	0	0	1	1	1	1	1	1	1
YPR081C	1	1	1	1	1	1	1	0	0	1	1	0
YER008C	1	1	1	1	0	1	1	1	1	0	1	0
YDL130W	1	0	1	0	0	0	1	1	1	1	1	1
YLR430W	1	0	1	0	1	1	1	1	1	1	1	1
YDL199C	0	1	1	1	1	1	1	1	0	0	0	0
YBR214W	1	1	1	1	1	1	1	0	0	0	0	0
YNL164C	0	0	1	1	1	1	1	1	1	0	1	1
YPL046C	0	0	1	1	1	1	1	1	1	1	0	0
YMR268C	0	1	1	1	1	1	1	1	1	0	0	1
YGR252W	1	1	1	0	1	0	1	0	1	1	1	1
YLL061W	0	0	1	1	1	0	1	1	1	0	1	0
YHR114W	1	1	1	1	1	1	1	0	0	1	1	0
YNL244C	0	0	1	0	1	1	1	1	1	0	1	1
YDR113C	1	1	1	0	0	0	0	0	1	1	1	1
YGL014W	0	1	1	1	0	0	1	1	1	1	1	0
YDL102W	1	1	0	0	0	0	0	0	1	1	1	1
YML121W	0	0	1	1	1	1	1	1	1	1	1	1
YIL097W	1	1	1	1	1	1	1	0	0	1	0	0
YNL272C	1	1	1	1	1	1	0	0	0	1	1	1
YOL100W	0	1	1	1	1	1	1	0	0	0	0	0
YOR176W	1	1	1	1	1	0	1	0	0	1	1	0
YPL010W	1	0	0	0	1	1	0	0	1	1	1	1
YPL081W	0	0	0	0	0	0	1	1	1	1	1	1
YJL214W	1	1	1	1	1	1	1	1	1	0	0	0
YHR138C	1	1	1	1	1	1	1	1	0	0	0	0
YLR036C	1	1	1	1	1	1	0	0	1	0	1	1
YNR068C	0	1	1	1	1	1	1	1	0	0	0	0
YOL057W	0	1	1	1	1	1	1	1	0	0	1	0
YER107C	1	1	1	1	0	0	1	0	1	1	1	1
YOL081W	0	1	1	1	1	1	1	1	0	0	0	0
YGL201C	0	1	1	1	1	1	1	1	1	1	1	0
YLR427W	1	1	1	1	1	1	1	1	1	0	0	0
YGL141W	1	1	1	1	1	1	1	0	0	0	0	0
YPL059W	1	0	1	1	0	1	1	0	1	1	1	1
YLR094C	1	1	1	1	1	1	1	1	0	0	0	0
YKL194C	1	1	0	0	0	0	0	0	1	1	1	1
YBR044C	1	1	1	1	0	0	1	0	0	1	1	1
YNL147W	0	0	1	1	1	1	1	1	0	1	1	1
YDR199W	1	1	1	1	1	1	0	0	1	1	0	0
YNL177C	1	1	1	0	0	0	0	0	1	1	1	1
YHR059W	1	1	0	0	0	0	0	0	1	1	1	1
YOR004W	0	0	1	1	1	1	1	1	1	1	1	1
YGR248W	0	1	1	1	1	1	1	1	0	0	0	0
YOR142W	1	1	1	1	1	1	1	0	0	0	1	0
YCR092C	1	0	0	0	0	0	0	1	1	1	1	1
YLR262C	1	1	1	1	0	1	0	1	1	0	1	1
YOL145C	1	1	1	1	1	0	0	1	1	1	1	1
YDL095W	1	1	1	0	0	0	0	1	1	1	1	1
YFL018C	1	1	1	1	0	0	0	0	1	1	1	1
YNL306W	1	1	0	1	0	0	0	0	1	1	1	1
YJL023C	1	1	1	1	1	1	1	0	0	0	0	0
YBR211C	1	1	1	1	1	1	0	0	1	1	1	1
YJR083C	1	1	1	1	1	1	1	0	0	0	0	0
YKL029C	1	1	1	1	1	1	1	1	1	1	1	1
YGR005C	1	1	0	0	0	0	0	1	1	1	1	1
YDR051C	1	1	1	1	1	1	1	1	1	1	0	1
YFL026W	1	1	1	1	1	1	1	0	1	0	0	1
YDR485C	0	1	1	1	1	1	1	1	1	0	0	0
YNL138W	1	1	1	1	1	1	0	0	0	1	1	1
YKL114C	1	1	1	0	0	0	0	1	1	1	1	1
YBR104W	1	0	0	0	1	1	1	1	1	1	1	1
YDR124W	1	0	1	1	1	1	1	0	1	1	1	0
YER041W	1	1	1	1	0	1	1	1	1	1	1	1
YNL222W	1	1	1	1	1	0	0	0	1	1	1	1
YDR304C	1	1	1	1	0	0	0	0	1	1	1	1
YKL007W	1	0	1	1	1	1	1	1	0	1	1	1
YOL088C	1	1	1	1	1	1	1	0	0	0	0	0
YFL042C	1	1	1	1	1	1	1	0	0	1	0	0
YNL257C	1	1	1	1	1	1	1	0	0	1	1	1
YIL030C	1	1	1	1	1	1	1	0	1	1	1	0
YPL022W	0	0	1	1	0	1	1	1	1	1	0	0
YMR012W	1	1	1	0	0	0	0	1	1	1	1	1
YER162C	1	1	1	1	1	1	1	1	1	0	0	0
YLR421C	0	1	1	1	1	1	0	0	1	0	0	0
YGL116W	1	1	1	1	1	1	1	0	0	0	0	1
YJL187C	1	1	1	0	0	0	0	0	1	1	1	1
YNR045W	1	1	1	1	1	0	0	0	1	1	1	1
YGR119C	0	1	1	1	0	0	1	1	1	1	1	0
YDL226C	1	1	1	1	0	0	0	0	1	1	1	1
YDR486C	1	1	1	1	1	1	1	1	0	1	0	0
YFR046C	1	1	0	0	0	1	1	0	1	1	1	1
YJR063W	0	0	1	0	1	1	1	1	1	1	1	1
YDR395W	0	0	0	0	0	1	1	1	1	1	1	1
YER122C	1	1	0	0	0	0	0	1	1	1	1	1
YJL013C	1	1	1	1	1	1	1	0	0	1	1	1
YBL103C	0	0	1	1	1	1	1	1	1	1	1	1
YBR027C	1	1	1	1	1	1	1	1	1	0	1	0
YER091C	1	0	0	0	0	0	0	1	1	1	1	1
YIR026C	1	0	1	1	1	1	1	1	1	1	1	1
YPR154W	1	1	1	1	1	1	1	0	1	0	0	0
YKL128C	1	0	0	0	0	0	0	1	1	1	1	1
YCR009C	0	0	1	1	1	1	1	1	1	1	0	0
YLR318W	0	0	0	1	1	1	1	1	1	1	0	1
YCL035C	1	1	1	1	1	1	1	0	0	1	0	0
YPL146C	1	1	1	1	1	1	1	1	1	1	1	1
YLR418C	0	0	0	1	1	1	1	1	1	1	1	1
YGL024W	1	1	1	0	1	1	1	1	1	1	0	0
YBR112C	1	1	1	0	0	0	1	0	1	1	1	1
YJL192C	1	0	1	0	0	0	0	1	1	1	1	1
YLR208W	1	1	1	1	1	1	1	1	0	0	0	0
YBL086C	1	1	1	1	1	1	1	0	0	0	0	0
YJL145W	1	0	0	0	1	1	1	1	1	1	1	1
YLR060W	1	0	1	1	0	0	0	1	1	1	1	1
YOR056C	0	0	0	1	0	1	1	1	1	1	1	1
YPL260W	1	1	1	1	0	1	0	0	1	1	1	1
YML056C	1	1	1	1	1	1	1	1	1	1	1	1
YMR176W	0	1	1	1	1	1	1	0	0	0	0	0
YNL023C	0	0	0	1	1	1	1	1	1	0	1	1
YPL089C	0	1	1	1	1	1	1	1	1	0	1	0
YKL113C	1	0	1	0	0	0	0	1	1	1	1	1
YHR154W	1	1	1	0	0	0	0	0	1	1	1	1
YBR059C	0	1	1	1	1	1	1	0	0	1	0	0
YKL132C	1	1	1	1	1	1	1	1	1	0	0	0
YMR158W	1	1	0	0	0	0	0	0	1	1	1	1
YMR218C	1	1	0	1	1	0	0	1	1	1	0	1
YMR105C	1	1	1	1	1	1	1	0	0	0	0	0
YDR363W	0	0	1	1	1	1	1	1	1	0	0	1
YOR360C	1	1	1	1	1	1	1	1	1	1	1	1
YDR105C	1	1	1	1	1	1	1	0	1	0	0	1
YLR200W	0	0	1	1	0	1	0	1	1	1	1	1
YEL037C	0	0	1	1	1	1	1	1	1	1	1	0
YMR191W	1	1	1	1	1	1	1	1	0	0	0	0
YNR060W	1	1	1	1	1	1	1	1	1	0	0	0
YDR508C	1	1	1	1	1	1	1	1	1	0	1	1
YIL041W	1	1	1	1	1	1	1	1	0	0	1	0
YNL155W	0	1	1	1	1	0	1	1	1	0	1	0
YCR063W	1	0	1	1	1	1	1	1	1	1	0	1
YOR233W	0	0	0	1	0	0	1	1	1	1	1	1
YLR355C	1	0	1	1	1	1	1	1	1	1	1	1
YGL172W	1	1	1	0	0	0	1	1	1	1	1	0
YGR078C	1	0	1	0	0	0	1	1	1	1	1	1
YNL107W	0	0	1	1	1	1	1	1	1	1	0	0
YPL147W	1	1	1	1	1	1	1	1	0	0	0	0
YEL018W	1	1	0	0	1	0	0	1	1	1	1	1
YKL198C	1	1	1	1	1	1	1	1	0	0	0	0
YEL053C	1	0	0	0	0	1	0	1	1	1	1	1
YDL233W	1	1	1	1	1	1	1	0	0	0	0	0
YBR151W	1	1	1	1	0	1	0	0	1	1	1	1
YBL084C	0	1	1	1	1	1	1	0	1	0	0	0
YML101C	1	1	1	1	1	1	1	0	0	0	0	0
YLR023C	1	0	0	0	0	0	0	1	1	1	1	1
YEL016C	1	0	0	0	0	1	1	1	1	1	1	1
YJL179W	0	0	1	0	1	1	1	1	1	1	1	1
YDR150W	1	1	1	1	1	1	1	0	0	0	0	0
YLR392C	1	1	1	1	1	1	1	0	0	0	1	0
YDR021W	1	0	1	1	1	1	1	1	1	1	1	1
YOR087W	1	1	1	1	1	1	1	0	0	1	1	1
YDR501W	1	1	1	0	0	0	0	0	0	1	1	1
YAL017W	1	1	1	1	1	1	1	0	0	0	0	0
YKL098W	1	0	0	0	1	1	1	1	0	1	1	1
YLR035C	1	1	1	1	1	0	1	1	0	0	1	0
YOR380W	1	1	1	1	1	1	1	0	1	0	0	0
YML062C	0	0	0	0	1	0	1	1	1	1	1	1
YGL178W	1	1	0	0	1	1	0	1	1	1	1	1
YBR078W	1	1	1	0	0	0	0	1	1	1	1	1
YPL047W	1	0	0	1	1	1	1	1	1	0	0	0
YML065W	1	1	0	0	1	1	1	1	1	1	1	1
YOR348C	1	1	1	1	1	1	1	0	1	0	0	0
YJR148W	1	1	1	1	1	1	1	0	0	0	0	0
YKL182W	0	1	1	1	1	1	1	1	0	0	1	0
YJR092W	1	1	1	1	1	0	0	0	0	0	1	1
YKR026C	0	0	0	0	1	1	1	1	1	1	1	1
YHR086W	1	1	1	0	0	0	1	0	0	1	1	1
YOL064C	0	0	0	0	0	1	1	1	1	1	1	1
YOL148C	1	1	1	1	1	1	1	1	1	0	0	0
YDR194C	1	1	0	0	0	0	0	0	1	1	1	1
YBR167C	1	1	1	1	1	1	1	1	0	0	0	0
YKL087C	1	1	1	0	0	0	0	0	1	1	1	1
YHR118C	1	1	1	0	1	0	1	1	0	0	1	0
YKR043C	1	0	1	0	0	0	1	1	1	1	1	1
YIL110W	1	0	0	0	1	0	0	1	1	1	1	1
YGR285C	1	0	0	0	0	0	1	1	1	1	1	1
YLR015W	1	0	1	1	1	1	1	1	1	0	0	1
YNL273W	1	0	0	0	0	1	1	1	1	1	1	1
YNR037C	1	1	1	0	0	0	0	0	1	1	1	1
YDL111C	1	1	1	1	0	1	1	1	1	1	1	1
YBR185C	1	1	1	0	0	0	0	0	1	1	1	1
YIL096C	1	0	0	1	1	1	1	1	1	0	1	1
YCR020C-A	0	0	0	1	1	1	1	1	1	1	1	1
YBL094C	1	1	1	1	1	0	1	0	1	1	0	0
YOL133W	0	1	1	1	1	1	1	1	0	0	0	0
YLR278C	0	1	1	1	1	1	1	1	1	0	0	0
YGL078C	0	0	1	1	1	1	1	1	1	1	1	1
YJL076W	1	1	0	0	0	1	0	1	1	1	1	1
YOR017W	1	0	1	0	0	0	0	0	1	1	1	1
YDR314C	1	1	1	0	1	0	1	1	0	1	1	0
YGR225W	1	1	1	1	1	1	1	0	0	1	1	0
YGR123C	1	0	0	0	0	1	1	1	1	1	1	1
YHR209W	1	1	1	1	1	1	1	0	0	0	1	0
YMR275C	1	1	1	0	1	0	0	1	1	1	1	1
YDR217C	0	0	0	1	0	1	0	1	1	1	1	1
YDR128W	1	1	1	1	1	1	1	0	0	0	0	0
YNL092W	1	1	1	1	1	1	1	1	0	0	0	0
YIR028W	1	1	1	1	1	1	1	1	1	1	1	1
YNL329C	1	1	1	1	1	1	1	0	0	0	1	1
YNL287W	1	1	0	0	0	0	1	1	1	1	1	1
YGL170C	1	1	1	1	1	1	1	0	0	1	1	0
YGL244W	0	1	1	0	1	1	1	1	1	1	1	0
YNL193W	1	1	1	1	1	0	0	0	1	1	1	0
YLL029W	1	0	1	1	1	0	0	0	1	0	0	0
YOL087C	1	1	1	1	1	1	1	0	0	0	0	0
YER068W	1	1	1	1	0	1	0	1	1	1	1	0
YJR091C	1	1	1	1	1	1	1	0	1	0	0	0
YFL001W	1	0	0	0	0	0	1	1	1	1	1	1
YDL130W-A	1	1	1	1	1	1	1	0	1	1	0	0
YKR085C	1	1	0	0	0	0	0	0	1	1	1	1
YCR071C	1	1	0	0	0	0	0	0	1	1	1	1
YMR100W	0	1	1	1	1	1	1	1	0	0	0	0
YDR294C	1	1	1	1	1	1	1	1	0	0	0	0
YMR108W	1	0	0	0	1	1	1	1	1	1	1	1
YOL004W	0	1	1	1	0	1	0	0	1	1	1	1
YPR133C	0	0	1	1	1	1	1	1	1	1	0	0
YDR177W	1	0	1	0	0	1	1	0	1	1	1	1
YMR221C	1	0	0	1	1	1	1	1	1	0	1	0
YMR111C	1	0	1	1	0	1	1	1	1	1	0	0
YDL171C	1	1	1	1	1	0	0	0	1	0	0	0
YDR420W	1	0	1	1	1	1	1	1	1	1	1	1
YLR310C	1	1	1	1	1	0	1	1	0	0	1	1
YDR357C	1	1	1	1	1	1	1	0	0	0	0	0
YMR033W	1	0	0	0	1	0	0	1	1	1	1	1
YFR050C	1	1	1	1	1	1	1	0	0	1	0	0
YBL011W	1	1	1	1	0	0	0	0	1	1	1	1
YDR138W	0	1	1	1	0	1	0	0	1	1	1	1
YPR042C	1	1	1	1	1	1	1	0	1	0	0	1
YPL069C	0	1	1	1	1	1	1	1	1	1	0	0
YPR167C	1	0	0	0	0	1	1	1	1	1	1	1
YNR062C	1	1	1	1	1	1	1	0	0	0	0	1
YGR120C	1	0	0	0	0	0	1	1	1	1	1	1
YPR103W	0	1	1	1	1	1	1	1	0	1	0	0
YLR266C	1	1	1	1	1	1	0	0	0	1	1	1
YBR270C	0	1	1	1	1	1	1	1	0	0	0	0
YNL020C	1	1	1	1	0	0	0	1	1	1	1	1
YOR154W	0	0	0	1	1	1	1	1	1	0	0	1
YGL229C	1	1	1	1	1	1	1	0	1	1	1	1
YBR281C	1	0	1	0	0	1	0	1	1	1	1	1
YOR113W	1	1	1	1	1	1	1	0	0	0	0	0
YDL185W	0	1	1	1	1	1	0	1	1	0	0	0
YNL255C	1	0	0	1	0	1	1	1	1	1	1	1
YLR265C	1	0	1	1	1	1	1	1	1	1	1	1
YOR014W	0	1	1	1	1	1	1	1	0	1	0	0
YER033C	1	1	1	1	1	1	1	0	1	0	0	0
YJL168C	1	1	1	0	0	0	0	1	1	1	1	1
YLR113W	1	1	1	0	0	0	0	1	1	1	1	1
YMR157C	1	1	1	0	0	0	0	0	1	1	1	1
YDR163W	0	1	1	1	1	1	0	1	1	1	0	0
YKL005C	1	1	1	1	1	1	1	0	1	0	0	0
YMR054W	1	1	1	1	0	0	0	0	1	1	1	1
YDR348C	1	1	0	0	0	0	0	1	1	1	1	1
YOR260W	0	0	1	1	0	1	1	1	1	1	1	1
YKR038C	1	1	1	0	1	0	1	1	1	1	1	1
YLR026C	1	1	0	0	0	0	0	1	1	1	1	1
YMR210W	1	1	1	1	0	0	0	0	1	1	1	1
YIL072W	1	1	1	1	1	1	1	0	0	0	0	0
YGL064C	1	0	0	0	0	0	0	1	1	1	1	1
YJL203W	1	0	0	0	1	1	1	1	1	1	0	0
YER083C	1	0	0	0	1	1	1	1	1	1	0	0
YER006W	1	0	1	1	1	1	1	1	1	1	1	1
YIL088C	1	1	0	0	1	1	1	0	0	1	1	1
YER161C	1	1	1	1	0	1	0	0	1	1	1	0
YLR396C	1	1	1	1	1	1	1	0	1	0	1	1
YGL200C	1	1	1	0	0	0	0	0	1	1	1	1
YHR167W	1	0	0	0	0	0	1	0	1	1	1	1
YGL207W	0	1	1	1	1	1	1	0	0	1	1	0
YDR011W	0	0	1	1	1	1	1	1	1	0	0	0
YOR249C	1	1	0	1	1	0	0	0	1	1	1	1
YJL132W	1	1	1	1	1	1	1	0	0	0	0	0
YLR022C	1	0	1	1	1	1	1	1	1	1	1	1
YER179W	1	1	1	1	1	0	1	0	0	1	1	1
YEL036C	0	0	1	1	0	1	1	1	1	1	1	1
YCL018W	1	0	0	0	0	0	0	1	1	1	1	1
YNL103W	0	0	1	1	1	1	1	1	1	0	1	1
YIL075C	1	1	1	1	1	1	1	0	0	1	1	0
YJR132W	1	0	1	0	1	1	1	1	1	1	1	1
YEL052W	1	1	1	1	0	0	0	0	1	1	1	1
YGL050W	1	1	0	0	0	0	1	1	1	1	1	1
YPR031W	1	1	1	1	0	1	1	0	1	0	0	1
YOL012C	1	1	1	1	0	0	0	0	0	1	1	1
YHR085W	0	0	0	0	1	1	1	1	1	1	1	1
YGL081W	1	1	1	1	1	1	1	1	0	0	0	0
YLR354C	1	1	1	1	1	1	0	0	0	1	1	1
YER081W	0	0	0	0	0	0	0	1	1	1	1	1
YPR052C	1	1	1	1	1	0	0	0	0	0	1	1
YJL123C	0	1	1	1	1	1	1	1	1	0	0	0
YFL027C	1	1	1	1	1	1	1	1	0	0	0	0
YMR114C	1	1	1	1	1	1	1	0	0	0	0	0
YER166W	1	0	1	1	1	1	1	0	0	1	1	1
YIL039W	1	1	0	0	1	0	1	1	1	1	1	1
YBR142W	1	0	1	1	1	1	1	1	1	1	1	1
YKL037W	1	1	1	1	1	1	1	0	1	0	0	0
YDL030W	0	1	1	1	1	1	1	1	1	0	0	0
YLR102C	1	1	1	1	1	1	1	0	0	0	0	0
YKL058W	1	1	1	1	1	1	0	0	1	1	1	1
YOR359W	0	1	1	1	1	1	1	1	1	1	1	1
YMR173W	0	1	1	1	1	1	1	1	0	0	0	0
YJL129C	1	0	1	0	1	1	0	1	1	0	1	1
YJL148W	0	0	1	1	1	1	1	1	1	1	1	1
YNL123W	1	0	1	1	0	1	1	1	1	1	1	1
YPL190C	0	1	1	1	1	1	1	0	1	0	1	0
YJL107C	1	1	1	0	0	0	1	1	1	1	1	1
YMR217W	1	0	0	1	1	1	1	1	1	1	1	1
YPL040C	1	1	1	0	0	0	0	0	1	1	1	1
YNL250W	0	0	0	1	1	1	1	1	0	1	0	0
YOR124C	0	1	1	1	1	1	1	0	0	1	1	0
YIL057C	1	1	1	1	1	1	1	0	0	0	0	0
YAR035W	1	1	1	1	1	1	1	0	0	0	0	0
YNL009W	1	1	1	1	1	1	1	1	0	0	0	0
YIL134W	1	1	0	0	0	0	0	1	1	1	1	1
YBL022C	1	1	1	0	1	0	1	0	1	1	1	1
YMR023C	1	1	0	0	0	0	0	0	1	1	1	1
YNL062C	0	0	0	1	1	1	1	1	1	1	1	1
YDR427W	0	1	1	1	1	1	1	0	1	1	0	0
YAL031C	1	1	1	1	1	1	1	0	1	0	1	0
YIL126W	1	1	0	0	0	1	1	1	1	1	1	1
YJR017C	1	1	1	1	1	0	0	1	1	0	0	1
YPL133C	0	0	0	1	1	1	1	1	1	1	0	0
YMR193W	1	1	0	0	0	0	0	0	1	1	1	1
YPR151C	1	1	1	1	1	1	1	0	0	0	0	0
YLR375W	1	1	0	0	1	0	1	1	1	1	1	1
YIL144W	1	1	0	1	1	1	1	0	0	1	1	1
YDL005C	1	1	1	1	1	1	1	0	1	0	0	1
YPL018W	1	1	1	1	1	1	1	0	0	1	0	0
YLR423C	1	1	1	1	1	1	0	0	0	1	1	1
YCL010C	1	1	1	1	1	1	1	1	0	0	0	0
YKL187C	1	1	1	1	1	1	1	1	0	0	0	0
YIL043C	1	1	0	0	0	0	1	1	1	1	1	1
YHR193C	1	1	0	1	1	0	0	1	1	1	1	1
YDR166C	0	1	1	1	1	1	1	0	1	0	0	0
YGL115W	1	1	1	0	0	0	0	0	1	1	1	1
YLR215C	0	0	0	1	1	1	1	1	1	1	1	1
YFL049W	0	1	1	1	0	1	0	1	1	1	1	1
YDL157C	1	1	0	0	0	1	0	1	1	1	1	1
YOR069W	0	1	1	1	1	1	0	1	1	1	1	0
YDL103C	1	1	1	0	0	0	0	0	1	1	1	1
YER145C	1	0	0	0	0	0	0	1	1	1	1	1
YOL115W	0	1	1	1	1	1	1	1	1	1	1	1
YMR132C	1	1	0	0	0	0	0	1	1	1	1	1
YJL117W	1	1	1	1	1	1	1	1	1	0	0	0
YJL048C	1	1	1	1	1	1	1	1	0	0	0	0
YHR121W	1	1	0	0	0	0	0	0	1	1	1	1
YMR037C	1	0	1	1	1	0	1	1	1	0	1	0
YBR196C	1	1	0	1	1	1	1	1	0	0	1	1
YOR057W	0	0	1	1	1	1	1	0	1	1	1	1
YPL209C	1	1	1	0	0	0	1	0	1	1	1	1
YJR082C	0	0	1	1	1	1	1	1	1	0	0	0
YMR264W	1	1	1	1	1	1	1	1	0	0	0	0
YOR132W	1	1	1	1	1	1	1	0	1	1	0	0
YDL031W	0	0	1	1	1	1	1	1	1	0	1	1
YHR184W	1	0	0	0	1	1	1	1	1	0	1	1
YDR018C	1	1	1	1	1	1	1	0	0	0	0	0
YPL058C	1	0	1	0	0	0	1	1	1	1	1	1
YLR196W	1	0	1	1	1	1	1	1	1	1	1	1
YNL292W	1	0	0	0	0	0	1	1	1	1	1	1
YPL169C	0	1	1	1	1	0	1	1	1	1	1	1
YDR035W	0	1	1	1	1	1	1	1	1	0	0	0
YOL069W	0	1	1	1	1	1	0	0	0	1	1	1
YIL159W	1	0	0	0	0	1	0	1	1	1	1	1
YNL024C	1	0	0	1	1	0	1	1	1	1	1	1
YER012W	1	1	1	1	1	1	1	0	0	1	1	0
YNR054C	0	0	1	1	1	1	1	1	1	1	1	1
YHL030W	1	1	1	1	1	1	1	0	0	1	1	0
YJR025C	1	1	1	1	1	1	1	1	0	0	0	0
YLR016C	1	0	1	1	0	1	1	1	1	1	1	1
YKR077W	0	0	1	0	1	1	1	1	1	1	1	1
YBL077W	1	0	1	0	1	1	1	1	1	1	0	0
YER013W	1	0	1	0	1	1	1	1	1	1	1	1
YIL162W	1	1	1	0	1	0	0	0	1	1	1	1
YDL112W	1	0	0	0	1	1	1	1	1	1	1	1
YPL178W	1	1	1	1	1	0	0	1	1	1	1	0
YLR325C	1	0	0	1	1	1	0	1	1	1	1	1
YGR149W	1	1	1	1	1	1	1	0	0	0	0	0
YGL130W	1	1	1	1	0	1	0	1	1	0	0	1
YBR186W	0	0	1	1	1	1	1	1	0	0	1	1
YOR116C	1	0	1	0	1	1	1	1	1	1	1	1
YNL299W	0	0	1	0	1	1	1	1	1	1	1	1
YNL224C	0	0	1	1	1	1	1	1	1	1	1	0
YDR092W	1	0	1	1	1	1	1	1	1	1	1	0
YER060W	0	0	0	1	1	1	1	1	1	0	1	0
YLR239C	1	1	1	0	0	0	0	0	1	1	1	1
YLR257W	1	0	0	1	1	1	0	1	1	1	1	1
YGR262C	1	0	0	0	0	1	0	1	1	1	1	1
YLR411W	1	0	0	1	1	1	1	0	0	1	1	1
YCL009C	1	1	1	1	1	1	1	1	1	0	0	0
YKR047W	1	1	1	1	1	1	1	1	1	0	0	0
YGL225W	1	0	0	0	0	0	0	1	1	1	1	1
YER052C	0	0	0	0	1	1	1	1	1	1	1	1
YBR095C	1	1	1	1	1	1	1	1	1	0	1	0
YDR254W	1	1	1	1	1	1	0	0	0	1	1	1
YMR271C	1	1	1	1	1	1	1	1	0	0	0	0
